Epoch 1/400: [===============] 100% | Error 20.5429 | Acc: 0.00333333 AT 19.94 | val_Acc 0 | val_AT 19.9| nb_modif 8 | elaps: 0s
Epoch 2/400: [===============] 100% | Error 38.3334 | Acc: 0.00555556 AT 19.9511 | val_Acc 0.005 | val_AT 19.9145| nb_modif 12 | elaps: 0s
Epoch 3/400: [===============] 100% | Error 47.4846 | Acc: 0.0966667 AT 19.3061 | val_Acc 0 | val_AT 19.9996| nb_modif 17 | elaps: 1s
Epoch 4/400: [===============] 100% | Error 51.3154 | Acc: 0.111111 AT 19.1178 | val_Acc 0 | val_AT 20| nb_modif 24 | elaps: 1s
Epoch 5/400: [===============] 100% | Error 52.7047 | Acc: 0.0372222 AT 19.4361 | val_Acc 0.035 | val_AT 19.425| nb_modif 30 | elaps: 2s
Epoch 6/400: [===============] 100% | Error 53.0376 | Acc: 0.211111 AT 16.5417 | val_Acc 0.26 | val_AT 15.6371| nb_modif 26 | elaps: 1s
Epoch 7/400: [===============] 100% | Error 53.1428 | Acc: 0.35 AT 14.4061 | val_Acc 0.285 | val_AT 15.4532| nb_modif 23 | elaps: 1s
Epoch 8/400: [===============] 100% | Error 53.1907 | Acc: 0.34 AT 14.5444 | val_Acc 0.455 | val_AT 12.6573| nb_modif 22 | elaps: 1s
Epoch 9/400: [===============] 100% | Error 53.2163 | Acc: 0.519444 AT 11.6806 | val_Acc 0.545 | val_AT 11.0383| nb_modif 18 | elaps: 1s
Epoch 10/400: [===============] 100% | Error 53.2348 | Acc: 0.645 AT 9.72556 | val_Acc 0.665 | val_AT 9.35019| nb_modif 16 | elaps: 1s
Epoch 11/400: [===============] 100% | Error 53.282 | Acc: 0.567778 AT 10.8183 | val_Acc 0.525 | val_AT 11.3468| nb_modif 17 | elaps: 1s
Epoch 12/400: [===============] 100% | Error 53.3003 | Acc: 0.523889 AT 11.51 | val_Acc 0.525 | val_AT 11.1567| nb_modif 17 | elaps: 1s
Epoch 13/400: [===============] 100% | Error 53.3251 | Acc: 0.531111 AT 11.0467 | val_Acc 0.62 | val_AT 9.28078| nb_modif 15 | elaps: 1s
Epoch 14/400: [===============] 100% | Error 53.3485 | Acc: 0.608333 AT 9.25333 | val_Acc 0.785 | val_AT 5.9264| nb_modif 14 | elaps: 1s
Epoch 15/400: [===============] 100% | Error 53.3908 | Acc: 0.696667 AT 7.425 | val_Acc 0.645 | val_AT 8.10463| nb_modif 11 | elaps: 0s
Epoch 16/400: [===============] 100% | Error 53.4159 | Acc: 0.675556 AT 7.55056 | val_Acc 0.665 | val_AT 7.73052| nb_modif 12 | elaps: 0s
Epoch 17/400: [===============] 100% | Error 53.4343 | Acc: 0.630556 AT 8.28722 | val_Acc 0.66 | val_AT 7.70865| nb_modif 13 | elaps: 1s
Epoch 18/400: [===============] 100% | Error 53.4461 | Acc: 0.699444 AT 7.09722 | val_Acc 0.785 | val_AT 5.53854| nb_modif 9 | elaps: 0s
Epoch 19/400: [===============] 100% | Error 53.4774 | Acc: 0.792222 AT 5.35722 | val_Acc 0.785 | val_AT 5.41769| nb_modif 8 | elaps: 0s
Epoch 20/400: [===============] 100% | Error 53.5017 | Acc: 0.744444 AT 6.26833 | val_Acc 0.81 | val_AT 4.94209| nb_modif 9 | elaps: 0s
Epoch 21/400: [===============] 100% | Error 53.5124 | Acc: 0.856667 AT 4.14778 | val_Acc 0.915 | val_AT 2.85471| nb_modif 5 | elaps: 0s
Epoch 22/400: [===============] 100% | Error 53.5426 | Acc: 0.873333 AT 3.59944 | val_Acc 0.895 | val_AT 3.05927| nb_modif 6 | elaps: 0s
Epoch 23/400: [===============] 100% | Error 53.5486 | Acc: 0.863333 AT 3.66056 | val_Acc 0.89 | val_AT 3.0053| nb_modif 5 | elaps: 0s
Epoch 24/400: [===============] 100% | Error 53.5877 | Acc: 0.867222 AT 3.60111 | val_Acc 0.92 | val_AT 2.44503| nb_modif 7 | elaps: 0s
Epoch 25/400: [===============] 100% | Error 53.5935 | Acc: 0.835 AT 4.20667 | val_Acc 0.865 | val_AT 3.49723| nb_modif 5 | elaps: 0s
Epoch 26/400: [===============] 100% | Error 53.6118 | Acc: 0.852778 AT 3.82778 | val_Acc 0.865 | val_AT 3.56749| nb_modif 7 | elaps: 0s
Epoch 27/400: [===============] 100% | Error 53.658 | Acc: 0.807222 AT 4.74278 | val_Acc 0.835 | val_AT 4.13284| nb_modif 7 | elaps: 0s
Epoch 28/400: [===============] 100% | Error 53.7337 | Acc: 0.825 AT 4.45389 | val_Acc 0.795 | val_AT 4.83066| nb_modif 6 | elaps: 0s
Epoch 29/400: [===============] 100% | Error 53.8149 | Acc: 0.834444 AT 4.26333 | val_Acc 0.875 | val_AT 3.31915| nb_modif 7 | elaps: 0s
Epoch 30/400: [===============] 100% | Error 53.847 | Acc: 0.841667 AT 4.05389 | val_Acc 0.875 | val_AT 3.3266| nb_modif 6 | elaps: 0s
Epoch 31/400: [===============] 100% | Error 53.926 | Acc: 0.867778 AT 3.575 | val_Acc 0.91 | val_AT 2.70163| nb_modif 4 | elaps: 0s
Epoch 32/400: [===============] 100% | Error 53.9313 | Acc: 0.878333 AT 3.35389 | val_Acc 0.89 | val_AT 3.07351| nb_modif 4 | elaps: 0s
Epoch 33/400: [===============] 100% | Error 53.9373 | Acc: 0.923889 AT 2.51944 | val_Acc 0.93 | val_AT 2.29537| nb_modif 5 | elaps: 0s
Epoch 34/400: [===============] 100% | Error 53.9434 | Acc: 0.912778 AT 2.76056 | val_Acc 0.91 | val_AT 2.67648| nb_modif 5 | elaps: 0s
Epoch 35/400: [===============] 100% | Error 53.9663 | Acc: 0.907222 AT 2.80167 | val_Acc 0.945 | val_AT 2.00338| nb_modif 4 | elaps: 0s
Epoch 36/400: [===============] 100% | Error 53.9685 | Acc: 0.930556 AT 2.44556 | val_Acc 0.935 | val_AT 2.28002| nb_modif 2 | elaps: 0s
Epoch 37/400: [===============] 100% | Error 53.9707 | Acc: 0.903889 AT 2.95833 | val_Acc 0.96 | val_AT 1.8214| nb_modif 2 | elaps: 0s
Epoch 38/400: [===============] 100% | Error 53.9743 | Acc: 0.977778 AT 1.55667 | val_Acc 0.99 | val_AT 1.25911| nb_modif 3 | elaps: 0s
=== END TRAINNING << Time elapsed 32834ms nb threads 12
Epoch 1/400: [===============] 100% | Error 20.9263 | Acc: 0 AT 20 | val_Acc 0 | val_AT 19.9| nb_modif 8 | elaps: 0s
Epoch 2/400: [===============] 100% | Error 37.417 | Acc: 0.00333333 AT 19.9756 | val_Acc 0 | val_AT 19.9995| nb_modif 11 | elaps: 0s
Epoch 3/400: [===============] 100% | Error 47.0255 | Acc: 0.0927778 AT 19.3144 | val_Acc 0 | val_AT 20| nb_modif 16 | elaps: 1s
Epoch 4/400: [===============] 100% | Error 51.7659 | Acc: 0.121667 AT 19.1194 | val_Acc 0.015 | val_AT 19.76| nb_modif 24 | elaps: 1s
Epoch 5/400: [===============] 100% | Error 53.4311 | Acc: 0.07 AT 19.0078 | val_Acc 0.155 | val_AT 17.5138| nb_modif 30 | elaps: 2s
Epoch 6/400: [===============] 100% | Error 53.8614 | Acc: 0.182222 AT 17.2994 | val_Acc 0.245 | val_AT 16.3626| nb_modif 26 | elaps: 1s
Epoch 7/400: [===============] 100% | Error 54.0145 | Acc: 0.28 AT 15.8078 | val_Acc 0.27 | val_AT 15.7868| nb_modif 25 | elaps: 1s
Epoch 8/400: [===============] 100% | Error 54.095 | Acc: 0.268333 AT 15.9161 | val_Acc 0.23 | val_AT 16.5039| nb_modif 25 | elaps: 1s
Epoch 9/400: [===============] 100% | Error 54.1241 | Acc: 0.432222 AT 13.3439 | val_Acc 0.585 | val_AT 11.0775| nb_modif 20 | elaps: 1s
Epoch 10/400: [===============] 100% | Error 54.1436 | Acc: 0.533333 AT 11.5122 | val_Acc 0.59 | val_AT 10.4654| nb_modif 17 | elaps: 1s
Epoch 11/400: [===============] 100% | Error 54.1606 | Acc: 0.623333 AT 9.96556 | val_Acc 0.53 | val_AT 11.2873| nb_modif 16 | elaps: 1s
Epoch 12/400: [===============] 100% | Error 54.2013 | Acc: 0.511111 AT 11.5822 | val_Acc 0.52 | val_AT 11.1314| nb_modif 17 | elaps: 1s
Epoch 13/400: [===============] 100% | Error 54.2426 | Acc: 0.650556 AT 8.645 | val_Acc 0.605 | val_AT 9.20066| nb_modif 13 | elaps: 1s
Epoch 14/400: [===============] 100% | Error 54.2729 | Acc: 0.618889 AT 8.85778 | val_Acc 0.61 | val_AT 8.996| nb_modif 14 | elaps: 1s
Epoch 15/400: [===============] 100% | Error 54.3252 | Acc: 0.681111 AT 7.64889 | val_Acc 0.73 | val_AT 6.66498| nb_modif 11 | elaps: 0s
Epoch 16/400: [===============] 100% | Error 54.3607 | Acc: 0.708333 AT 6.92222 | val_Acc 0.66 | val_AT 7.76833| nb_modif 11 | elaps: 0s
Epoch 17/400: [===============] 100% | Error 54.4006 | Acc: 0.738333 AT 6.24167 | val_Acc 0.745 | val_AT 6.11384| nb_modif 9 | elaps: 0s
Epoch 18/400: [===============] 100% | Error 54.4074 | Acc: 0.813333 AT 4.87944 | val_Acc 0.825 | val_AT 4.61557| nb_modif 6 | elaps: 0s
Epoch 19/400: [===============] 100% | Error 54.4152 | Acc: 0.84 AT 4.38722 | val_Acc 0.8 | val_AT 5.02308| nb_modif 7 | elaps: 0s
Epoch 20/400: [===============] 100% | Error 54.4289 | Acc: 0.822222 AT 4.63722 | val_Acc 0.785 | val_AT 5.22012| nb_modif 7 | elaps: 0s
Epoch 21/400: [===============] 100% | Error 54.437 | Acc: 0.837222 AT 4.28056 | val_Acc 0.85 | val_AT 3.9611| nb_modif 6 | elaps: 0s
Epoch 22/400: [===============] 100% | Error 54.4412 | Acc: 0.889444 AT 3.28278 | val_Acc 0.935 | val_AT 2.30481| nb_modif 4 | elaps: 0s
Epoch 23/400: [===============] 100% | Error 54.451 | Acc: 0.952778 AT 2.08833 | val_Acc 0.965 | val_AT 1.76152| nb_modif 3 | elaps: 0s
=== END TRAINNING << Time elapsed 25461ms nb threads 12
Epoch 1/400: [===============] 100% | Error 20.4797 | Acc: 0.00333333 AT 19.8983 | val_Acc 0 | val_AT 19.9| nb_modif 8 | elaps: 0s
Epoch 2/400: [===============] 100% | Error 38.7234 | Acc: 0.00555556 AT 19.9467 | val_Acc 0 | val_AT 19.9995| nb_modif 12 | elaps: 0s
Epoch 3/400: [===============] 100% | Error 49.142 | Acc: 0.104444 AT 19.2856 | val_Acc 0 | val_AT 20| nb_modif 18 | elaps: 1s
Epoch 4/400: [===============] 100% | Error 53.6985 | Acc: 0.0955556 AT 19.2567 | val_Acc 0 | val_AT 20| nb_modif 25 | elaps: 1s
Epoch 5/400: [===============] 100% | Error 55.3472 | Acc: 0.0683333 AT 19.0256 | val_Acc 0.135 | val_AT 17.785| nb_modif 32 | elaps: 2s
Epoch 6/400: [===============] 100% | Error 55.7479 | Acc: 0.242778 AT 16.345 | val_Acc 0.175 | val_AT 17.2989| nb_modif 27 | elaps: 1s
Epoch 7/400: [===============] 100% | Error 55.8997 | Acc: 0.245556 AT 16.3339 | val_Acc 0.215 | val_AT 16.8465| nb_modif 27 | elaps: 1s
Epoch 8/400: [===============] 100% | Error 55.9491 | Acc: 0.340556 AT 15.0233 | val_Acc 0.345 | val_AT 14.7692| nb_modif 24 | elaps: 1s
Epoch 9/400: [===============] 100% | Error 55.9806 | Acc: 0.407222 AT 13.8033 | val_Acc 0.38 | val_AT 14.3538| nb_modif 23 | elaps: 1s
