Epoch 1/400: [===============] 100% | Error 8.32494 | Acc: 0.00333333 AT 19.9156 | val_Acc 0 | val_AT 19.9| nb_modif 3 | elaps: 0s
Epoch 2/400: [===============] 100% | Error 16.0299 | Acc: 0.000555556 AT 19.995 | val_Acc 0 | val_AT 19.9995| nb_modif 3 | elaps: 0s
Epoch 3/400: [===============] 100% | Error 24.5559 | Acc: 0.000555556 AT 19.9956 | val_Acc 0 | val_AT 20| nb_modif 4 | elaps: 0s
Epoch 4/400: [===============] 100% | Error 34.5494 | Acc: 0.00388889 AT 19.9772 | val_Acc 0 | val_AT 20| nb_modif 7 | elaps: 0s
Epoch 5/400: [===============] 100% | Error 40.3271 | Acc: 0.0283333 AT 19.5717 | val_Acc 0.045 | val_AT 19.19| nb_modif 9 | elaps: 1s
Epoch 6/400: [===============] 100% | Error 42.0083 | Acc: 0.112222 AT 18.0911 | val_Acc 0.225 | val_AT 16.181| nb_modif 7 | elaps: 0s
Epoch 7/400: [===============] 100% | Error 42.5827 | Acc: 0.502222 AT 11.5578 | val_Acc 0.56 | val_AT 10.4409| nb_modif 5 | elaps: 0s
Epoch 8/400: [===============] 100% | Error 42.8559 | Acc: 0.619444 AT 9.41278 | val_Acc 0.605 | val_AT 9.5872| nb_modif 4 | elaps: 0s
Epoch 9/400: [===============] 100% | Error 43.0443 | Acc: 0.663333 AT 8.68111 | val_Acc 0.74 | val_AT 7.24294| nb_modif 4 | elaps: 0s
Epoch 10/400: [===============] 100% | Error 43.1843 | Acc: 0.656667 AT 8.72944 | val_Acc 0.72 | val_AT 7.64121| nb_modif 4 | elaps: 0s
Epoch 11/400: [===============] 100% | Error 43.3041 | Acc: 0.681667 AT 8.39222 | val_Acc 0.625 | val_AT 9.34321| nb_modif 4 | elaps: 0s
Epoch 12/400: [===============] 100% | Error 43.3707 | Acc: 0.667222 AT 8.615 | val_Acc 0.515 | val_AT 11.2067| nb_modif 3 | elaps: 0s
Epoch 13/400: [===============] 100% | Error 43.4566 | Acc: 0.601111 AT 9.825 | val_Acc 0.505 | val_AT 11.466| nb_modif 4 | elaps: 0s
Epoch 14/400: [===============] 100% | Error 43.5302 | Acc: 0.585 AT 10.1361 | val_Acc 0.555 | val_AT 10.7473| nb_modif 5 | elaps: 0s
Epoch 15/400: [===============] 100% | Error 43.5788 | Acc: 0.579444 AT 10.4844 | val_Acc 0.655 | val_AT 9.33374| nb_modif 4 | elaps: 0s
Epoch 16/400: [===============] 100% | Error 43.6447 | Acc: 0.601667 AT 10.1767 | val_Acc 0.575 | val_AT 10.5367| nb_modif 5 | elaps: 0s
Epoch 17/400: [===============] 100% | Error 43.6757 | Acc: 0.6 AT 10.2222 | val_Acc 0.61 | val_AT 10.0127| nb_modif 4 | elaps: 0s
Epoch 18/400: [===============] 100% | Error 43.7017 | Acc: 0.606667 AT 10.0711 | val_Acc 0.685 | val_AT 8.88006| nb_modif 4 | elaps: 0s
Epoch 19/400: [===============] 100% | Error 43.7235 | Acc: 0.626111 AT 9.73111 | val_Acc 0.57 | val_AT 10.5844| nb_modif 4 | elaps: 0s
Epoch 20/400: [===============] 100% | Error 43.7414 | Acc: 0.564444 AT 10.7656 | val_Acc 0.55 | val_AT 10.9729| nb_modif 4 | elaps: 0s
Epoch 21/400: [===============] 100% | Error 43.761 | Acc: 0.55 AT 10.9689 | val_Acc 0.515 | val_AT 11.5649| nb_modif 5 | elaps: 0s
Epoch 22/400: [===============] 100% | Error 43.7775 | Acc: 0.576667 AT 10.6217 | val_Acc 0.52 | val_AT 11.4828| nb_modif 5 | elaps: 0s
Epoch 23/400: [===============] 100% | Error 43.7916 | Acc: 0.541667 AT 11.2078 | val_Acc 0.525 | val_AT 11.4874| nb_modif 5 | elaps: 0s
Epoch 24/400: [===============] 100% | Error 43.8036 | Acc: 0.587778 AT 10.3289 | val_Acc 0.59 | val_AT 10.1574| nb_modif 5 | elaps: 0s
Epoch 25/400: [===============] 100% | Error 43.8124 | Acc: 0.609444 AT 9.88333 | val_Acc 0.615 | val_AT 9.87079| nb_modif 4 | elaps: 0s
Epoch 26/400: [===============] 100% | Error 43.8183 | Acc: 0.629444 AT 9.66722 | val_Acc 0.56 | val_AT 10.7594| nb_modif 3 | elaps: 0s
Epoch 27/400: [===============] 100% | Error 43.8254 | Acc: 0.659444 AT 9.28556 | val_Acc 0.605 | val_AT 10.1088| nb_modif 4 | elaps: 0s
Epoch 28/400: [===============] 100% | Error 43.8337 | Acc: 0.655556 AT 9.53389 | val_Acc 0.645 | val_AT 9.55054| nb_modif 5 | elaps: 0s
Epoch 29/400: [===============] 100% | Error 43.841 | Acc: 0.585556 AT 10.7689 | val_Acc 0.595 | val_AT 10.4928| nb_modif 5 | elaps: 0s
Epoch 30/400: [===============] 100% | Error 43.8464 | Acc: 0.587222 AT 10.7422 | val_Acc 0.485 | val_AT 12.2725| nb_modif 4 | elaps: 0s
Epoch 31/400: [===============] 100% | Error 43.8527 | Acc: 0.570556 AT 10.92 | val_Acc 0.545 | val_AT 11.1014| nb_modif 5 | elaps: 0s
Epoch 32/400: [===============] 100% | Error 43.8814 | Acc: 0.575 AT 10.6867 | val_Acc 0.485 | val_AT 12.0505| nb_modif 5 | elaps: 0s
Epoch 33/400: [===============] 100% | Error 43.9107 | Acc: 0.465 AT 12.5628 | val_Acc 0.485 | val_AT 12.2503| nb_modif 6 | elaps: 0s
Epoch 34/400: [===============] 100% | Error 43.939 | Acc: 0.478889 AT 12.2944 | val_Acc 0.475 | val_AT 12.4713| nb_modif 5 | elaps: 0s
Epoch 35/400: [===============] 100% | Error 43.9445 | Acc: 0.475 AT 12.4856 | val_Acc 0.53 | val_AT 11.4024| nb_modif 5 | elaps: 0s
Epoch 36/400: [===============] 100% | Error 43.9728 | Acc: 0.513333 AT 11.9539 | val_Acc 0.565 | val_AT 11.002| nb_modif 5 | elaps: 0s
Epoch 37/400: [===============] 100% | Error 43.9795 | Acc: 0.451111 AT 13.1011 | val_Acc 0.44 | val_AT 13.24| nb_modif 6 | elaps: 0s
Epoch 38/400: [===============] 100% | Error 43.9862 | Acc: 0.434444 AT 13.4122 | val_Acc 0.455 | val_AT 13.0962| nb_modif 6 | elaps: 0s
Epoch 39/400: [===============] 100% | Error 43.9932 | Acc: 0.412778 AT 13.6867 | val_Acc 0.385 | val_AT 14.0655| nb_modif 6 | elaps: 0s
Epoch 40/400: [===============] 100% | Error 43.9991 | Acc: 0.407222 AT 13.5189 | val_Acc 0.41 | val_AT 13.3453| nb_modif 5 | elaps: 0s
Epoch 41/400: [===============] 100% | Error 44.0064 | Acc: 0.478889 AT 12.2272 | val_Acc 0.47 | val_AT 12.2717| nb_modif 6 | elaps: 0s
Epoch 42/400: [===============] 100% | Error 44.0113 | Acc: 0.551111 AT 10.9094 | val_Acc 0.58 | val_AT 10.2814| nb_modif 4 | elaps: 0s
Epoch 43/400: [===============] 100% | Error 44.0161 | Acc: 0.637778 AT 9.24667 | val_Acc 0.61 | val_AT 9.61641| nb_modif 4 | elaps: 0s
Epoch 44/400: [===============] 100% | Error 44.0197 | Acc: 0.676667 AT 8.31167 | val_Acc 0.615 | val_AT 9.17308| nb_modif 3 | elaps: 0s
Epoch 45/400: [===============] 100% | Error 44.047 | Acc: 0.687222 AT 7.89556 | val_Acc 0.74 | val_AT 6.94587| nb_modif 4 | elaps: 0s
Epoch 46/400: [===============] 100% | Error 44.0492 | Acc: 0.725 AT 7.06556 | val_Acc 0.805 | val_AT 5.75473| nb_modif 2 | elaps: 0s
Epoch 47/400: [===============] 100% | Error 44.0525 | Acc: 0.788889 AT 5.87222 | val_Acc 0.75 | val_AT 6.37877| nb_modif 3 | elaps: 0s
