Epoch 1/400: [===============] 100% | Error 15.9943 | Acc: 0.00222222 AT 19.9511 | val_Acc 0 | val_AT 19.9| nb_modif 6 | elaps: 0s
Epoch 2/400: [===============] 100% | Error 35.873 | Acc: 0 AT 20 | val_Acc 0 | val_AT 19.9995| nb_modif 11 | elaps: 0s
Epoch 3/400: [===============] 100% | Error 46.8052 | Acc: 0.0488889 AT 19.6594 | val_Acc 0 | val_AT 20| nb_modif 14 | elaps: 1s
Epoch 4/400: [===============] 100% | Error 51.6062 | Acc: 0.0866667 AT 19.3383 | val_Acc 0 | val_AT 20| nb_modif 19 | elaps: 1s
Epoch 5/400: [===============] 100% | Error 53.3256 | Acc: 0.0838889 AT 18.5794 | val_Acc 0.22 | val_AT 16.15| nb_modif 22 | elaps: 1s
Epoch 6/400: [===============] 100% | Error 53.835 | Acc: 0.337222 AT 14.0006 | val_Acc 0.465 | val_AT 11.6407| nb_modif 17 | elaps: 1s
Epoch 7/400: [===============] 100% | Error 54.0089 | Acc: 0.506667 AT 11.1161 | val_Acc 0.535 | val_AT 10.5732| nb_modif 14 | elaps: 1s
Epoch 8/400: [===============] 100% | Error 54.0789 | Acc: 0.671667 AT 8.17889 | val_Acc 0.79 | val_AT 6.05787| nb_modif 10 | elaps: 0s
Epoch 9/400: [===============] 100% | Error 54.1125 | Acc: 0.773889 AT 6.35167 | val_Acc 0.85 | val_AT 5.06029| nb_modif 7 | elaps: 0s
Epoch 10/400: [===============] 100% | Error 54.1392 | Acc: 0.866667 AT 4.72556 | val_Acc 0.84 | val_AT 5.1053| nb_modif 7 | elaps: 0s
Epoch 11/400: [===============] 100% | Error 54.1594 | Acc: 0.823333 AT 5.44333 | val_Acc 0.91 | val_AT 3.90053| nb_modif 6 | elaps: 0s
Epoch 12/400: [===============] 100% | Error 54.1777 | Acc: 0.832778 AT 5.195 | val_Acc 0.78 | val_AT 6.0695| nb_modif 6 | elaps: 0s
Epoch 13/400: [===============] 100% | Error 54.1962 | Acc: 0.819444 AT 5.43389 | val_Acc 0.755 | val_AT 6.70035| nb_modif 7 | elaps: 0s
Epoch 14/400: [===============] 100% | Error 54.2097 | Acc: 0.843889 AT 4.99611 | val_Acc 0.83 | val_AT 5.1785| nb_modif 6 | elaps: 0s
Epoch 15/400: [===============] 100% | Error 54.2195 | Acc: 0.886667 AT 4.31889 | val_Acc 0.86 | val_AT 4.73589| nb_modif 5 | elaps: 0s
Epoch 16/400: [===============] 100% | Error 54.2267 | Acc: 0.895 AT 4.15111 | val_Acc 0.92 | val_AT 3.75368| nb_modif 4 | elaps: 0s
