Epoch 1/400: [===============] 100% | Error 8.05555 | Acc: 0.00555556 AT 19.8572 | val_Acc 0 | val_AT 19.9| nb_modif 3 | elaps: 0s
Epoch 2/400: [===============] 100% | Error 18.199 | Acc: 0 AT 20 | val_Acc 0 | val_AT 19.9995| nb_modif 4 | elaps: 0s
Epoch 3/400: [===============] 100% | Error 29.5544 | Acc: 0.00111111 AT 19.9906 | val_Acc 0 | val_AT 20| nb_modif 6 | elaps: 1s
Epoch 4/400: [===============] 100% | Error 38.8921 | Acc: 0.0172222 AT 19.8811 | val_Acc 0 | val_AT 20| nb_modif 9 | elaps: 1s
Epoch 5/400: [===============] 100% | Error 43.1567 | Acc: 0.00111111 AT 19.9872 | val_Acc 0.03 | val_AT 19.535| nb_modif 11 | elaps: 1s
Epoch 6/400: [===============] 100% | Error 44.2093 | Acc: 0.381667 AT 13.6189 | val_Acc 0.54 | val_AT 10.9277| nb_modif 8 | elaps: 1s
Epoch 7/400: [===============] 100% | Error 44.5004 | Acc: 0.666667 AT 8.73667 | val_Acc 0.715 | val_AT 8.01464| nb_modif 4 | elaps: 0s
Epoch 8/400: [===============] 100% | Error 44.7484 | Acc: 0.712778 AT 8.05056 | val_Acc 0.705 | val_AT 8.09007| nb_modif 5 | elaps: 0s
Epoch 9/400: [===============] 100% | Error 44.9148 | Acc: 0.697778 AT 8.34 | val_Acc 0.71 | val_AT 8.03045| nb_modif 5 | elaps: 0s
Epoch 10/400: [===============] 100% | Error 45.0373 | Acc: 0.641111 AT 9.25389 | val_Acc 0.7 | val_AT 8.38515| nb_modif 5 | elaps: 0s
Epoch 11/400: [===============] 100% | Error 45.1327 | Acc: 0.63 AT 9.57833 | val_Acc 0.74 | val_AT 7.58193| nb_modif 5 | elaps: 0s
Epoch 12/400: [===============] 100% | Error 45.2065 | Acc: 0.650556 AT 9.05611 | val_Acc 0.69 | val_AT 8.44791| nb_modif 5 | elaps: 0s
Epoch 13/400: [===============] 100% | Error 45.2641 | Acc: 0.628333 AT 9.42556 | val_Acc 0.715 | val_AT 7.90724| nb_modif 5 | elaps: 0s
Epoch 14/400: [===============] 100% | Error 45.3091 | Acc: 0.602778 AT 9.89778 | val_Acc 0.695 | val_AT 8.28954| nb_modif 5 | elaps: 0s
Epoch 15/400: [===============] 100% | Error 45.351 | Acc: 0.573333 AT 10.4139 | val_Acc 0.54 | val_AT 10.9814| nb_modif 6 | elaps: 1s
Epoch 16/400: [===============] 100% | Error 45.378 | Acc: 0.597778 AT 10.0489 | val_Acc 0.795 | val_AT 6.85991| nb_modif 5 | elaps: 0s
Epoch 17/400: [===============] 100% | Error 45.4001 | Acc: 0.63 AT 9.80722 | val_Acc 0.675 | val_AT 9.0393| nb_modif 5 | elaps: 0s
Epoch 18/400: [===============] 100% | Error 45.4228 | Acc: 0.57 AT 10.8089 | val_Acc 0.575 | val_AT 10.6452| nb_modif 6 | elaps: 0s
Epoch 19/400: [===============] 100% | Error 45.4412 | Acc: 0.6 AT 10.2106 | val_Acc 0.54 | val_AT 11.1182| nb_modif 6 | elaps: 0s
Epoch 20/400: [===============] 100% | Error 45.454 | Acc: 0.603889 AT 10.1622 | val_Acc 0.71 | val_AT 8.32059| nb_modif 5 | elaps: 0s
Epoch 21/400: [===============] 100% | Error 45.4676 | Acc: 0.651111 AT 9.38333 | val_Acc 0.63 | val_AT 9.4316| nb_modif 6 | elaps: 0s
Epoch 22/400: [===============] 100% | Error 45.4771 | Acc: 0.623333 AT 9.76444 | val_Acc 0.79 | val_AT 6.99216| nb_modif 5 | elaps: 0s
Epoch 23/400: [===============] 100% | Error 45.5056 | Acc: 0.636111 AT 9.58167 | val_Acc 0.575 | val_AT 10.6| nb_modif 6 | elaps: 0s
Epoch 24/400: [===============] 100% | Error 45.5134 | Acc: 0.655 AT 9.31444 | val_Acc 0.685 | val_AT 8.848| nb_modif 5 | elaps: 0s
