Epoch 1/400: [===============] 100% | Error 8.33472 | Acc: 0.00277778 AT 19.9672 | val_Acc 0 | val_AT 19.9| nb_modif 3 | elaps: 0s
Epoch 2/400: [===============] 100% | Error 16.0394 | Acc: 0 AT 20 | val_Acc 0 | val_AT 19.9995| nb_modif 3 | elaps: 0s
Epoch 3/400: [===============] 100% | Error 26.141 | Acc: 0 AT 20 | val_Acc 0 | val_AT 20| nb_modif 5 | elaps: 0s
Epoch 4/400: [===============] 100% | Error 34.889 | Acc: 0.00388889 AT 19.965 | val_Acc 0 | val_AT 20| nb_modif 7 | elaps: 0s
Epoch 5/400: [===============] 100% | Error 39.4858 | Acc: 0.03 AT 19.5233 | val_Acc 0.07 | val_AT 18.79| nb_modif 8 | elaps: 1s
Epoch 6/400: [===============] 100% | Error 41.1682 | Acc: 0.167778 AT 17.0561 | val_Acc 0.28 | val_AT 15.009| nb_modif 8 | elaps: 0s
Epoch 7/400: [===============] 100% | Error 41.5703 | Acc: 0.457778 AT 11.9861 | val_Acc 0.57 | val_AT 10.04| nb_modif 4 | elaps: 0s
Epoch 8/400: [===============] 100% | Error 41.8396 | Acc: 0.665556 AT 8.55667 | val_Acc 0.67 | val_AT 8.4652| nb_modif 4 | elaps: 0s
Epoch 9/400: [===============] 100% | Error 42.0116 | Acc: 0.687222 AT 8.16444 | val_Acc 0.725 | val_AT 7.52233| nb_modif 4 | elaps: 0s
Epoch 10/400: [===============] 100% | Error 42.1466 | Acc: 0.679444 AT 8.44667 | val_Acc 0.72 | val_AT 7.55761| nb_modif 4 | elaps: 0s
Epoch 11/400: [===============] 100% | Error 42.2527 | Acc: 0.622778 AT 9.32833 | val_Acc 0.605 | val_AT 9.58779| nb_modif 4 | elaps: 0s
Epoch 12/400: [===============] 100% | Error 42.3362 | Acc: 0.64 AT 9.005 | val_Acc 0.705 | val_AT 7.95294| nb_modif 4 | elaps: 0s
Epoch 13/400: [===============] 100% | Error 42.3868 | Acc: 0.748889 AT 7.37 | val_Acc 0.625 | val_AT 9.59976| nb_modif 3 | elaps: 0s
Epoch 14/400: [===============] 100% | Error 42.4434 | Acc: 0.688889 AT 8.35833 | val_Acc 0.605 | val_AT 9.583| nb_modif 4 | elaps: 0s
Epoch 15/400: [===============] 100% | Error 42.4889 | Acc: 0.622778 AT 9.29333 | val_Acc 0.595 | val_AT 9.80791| nb_modif 4 | elaps: 0s
