Epoch 1/400: [===============] 100% | Error 10.8073 | Acc: 0.00777778 AT 19.7656 | val_Acc 0 | val_AT 19.9| nb_modif 4 | elaps: 1s
Epoch 2/400: [===============] 100% | Error 24.5221 | Acc: 0 AT 20 | val_Acc 0 | val_AT 19.9995| nb_modif 6 | elaps: 2s
Epoch 3/400: [===============] 100% | Error 37.6967 | Acc: 0.00722222 AT 19.9511 | val_Acc 0 | val_AT 20| nb_modif 10 | elaps: 3s
Epoch 4/400: [===============] 100% | Error 44.4837 | Acc: 0.0677778 AT 19.4789 | val_Acc 0 | val_AT 20| nb_modif 13 | elaps: 4s
Epoch 5/400: [===============] 100% | Error 47.2125 | Acc: 0.102222 AT 18.3622 | val_Acc 0.32 | val_AT 14.75| nb_modif 16 | elaps: 5s
Epoch 6/400: [===============] 100% | Error 47.9249 | Acc: 0.519444 AT 11.4322 | val_Acc 0.49 | val_AT 11.9688| nb_modif 11 | elaps: 3s
Epoch 7/400: [===============] 100% | Error 48.2144 | Acc: 0.588889 AT 10.3339 | val_Acc 0.715 | val_AT 8.32484| nb_modif 9 | elaps: 3s
Epoch 8/400: [===============] 100% | Error 48.3531 | Acc: 0.723333 AT 8.36833 | val_Acc 0.615 | val_AT 9.99162| nb_modif 8 | elaps: 2s
Epoch 9/400: [===============] 100% | Error 48.4629 | Acc: 0.551111 AT 11.0083 | val_Acc 0.62 | val_AT 9.81496| nb_modif 10 | elaps: 3s
Epoch 10/400: [===============] 100% | Error 48.5264 | Acc: 0.63 AT 9.89222 | val_Acc 0.505 | val_AT 12.1941| nb_modif 9 | elaps: 3s
Epoch 11/400: [===============] 100% | Error 48.5822 | Acc: 0.512778 AT 11.9394 | val_Acc 0.535 | val_AT 11.261| nb_modif 11 | elaps: 3s
Epoch 12/400: [===============] 100% | Error 48.6176 | Acc: 0.551667 AT 10.8817 | val_Acc 0.575 | val_AT 10.5063| nb_modif 10 | elaps: 3s
Epoch 13/400: [===============] 100% | Error 48.6418 | Acc: 0.600556 AT 10.235 | val_Acc 0.575 | val_AT 10.3925| nb_modif 9 | elaps: 3s
Epoch 14/400: [===============] 100% | Error 48.6612 | Acc: 0.612222 AT 10.0317 | val_Acc 0.705 | val_AT 8.77196| nb_modif 9 | elaps: 3s
Epoch 15/400: [===============] 100% | Error 48.6749 | Acc: 0.708889 AT 8.83111 | val_Acc 0.68 | val_AT 9.19886| nb_modif 8 | elaps: 2s
Epoch 16/400: [===============] 100% | Error 48.6867 | Acc: 0.736111 AT 8.485 | val_Acc 0.74 | val_AT 8.45099| nb_modif 8 | elaps: 2s
Epoch 17/400: [===============] 100% | Error 48.6984 | Acc: 0.659444 AT 9.69667 | val_Acc 0.685 | val_AT 9.09226| nb_modif 9 | elaps: 3s
Epoch 18/400: [===============] 100% | Error 48.7077 | Acc: 0.706111 AT 8.64556 | val_Acc 0.675 | val_AT 8.85046| nb_modif 8 | elaps: 3s
Epoch 19/400: [===============] 100% | Error 48.7153 | Acc: 0.729444 AT 8.03056 | val_Acc 0.765 | val_AT 7.66425| nb_modif 7 | elaps: 2s
Epoch 20/400: [===============] 100% | Error 48.7236 | Acc: 0.69 AT 8.84222 | val_Acc 0.595 | val_AT 10.5383| nb_modif 8 | elaps: 2s
Epoch 21/400: [===============] 100% | Error 48.7337 | Acc: 0.586111 AT 10.665 | val_Acc 0.46 | val_AT 12.2927| nb_modif 10 | elaps: 3s
Epoch 22/400: [===============] 100% | Error 48.7511 | Acc: 0.543333 AT 11.02 | val_Acc 0.555 | val_AT 10.6565| nb_modif 10 | elaps: 3s
Epoch 23/400: [===============] 100% | Error 48.7598 | Acc: 0.656111 AT 8.71611 | val_Acc 0.66 | val_AT 8.33328| nb_modif 8 | elaps: 2s
Epoch 24/400: [===============] 100% | Error 48.7675 | Acc: 0.678889 AT 7.90667 | val_Acc 0.755 | val_AT 6.34667| nb_modif 7 | elaps: 2s
Epoch 25/400: [===============] 100% | Error 48.7776 | Acc: 0.687222 AT 7.42389 | val_Acc 0.755 | val_AT 6.01173| nb_modif 6 | elaps: 2s
Epoch 26/400: [===============] 100% | Error 48.7894 | Acc: 0.750556 AT 6.25111 | val_Acc 0.69 | val_AT 7.17506| nb_modif 6 | elaps: 2s
Epoch 27/400: [===============] 100% | Error 48.7995 | Acc: 0.691667 AT 7.17611 | val_Acc 0.69 | val_AT 7.11588| nb_modif 7 | elaps: 2s
Epoch 28/400: [===============] 100% | Error 48.8219 | Acc: 0.713333 AT 6.78 | val_Acc 0.73 | val_AT 6.35058| nb_modif 7 | elaps: 2s
Epoch 29/400: [===============] 100% | Error 48.8275 | Acc: 0.775556 AT 5.60389 | val_Acc 0.685 | val_AT 7.21675| nb_modif 5 | elaps: 1s
Epoch 30/400: [===============] 100% | Error 48.8346 | Acc: 0.713333 AT 6.72389 | val_Acc 0.715 | val_AT 6.67608| nb_modif 6 | elaps: 2s
Epoch 31/400: [===============] 100% | Error 48.8409 | Acc: 0.76 AT 5.96833 | val_Acc 0.77 | val_AT 5.82338| nb_modif 5 | elaps: 1s
Epoch 32/400: [===============] 100% | Error 48.8543 | Acc: 0.814444 AT 5.11833 | val_Acc 0.835 | val_AT 4.67412| nb_modif 5 | elaps: 1s
Epoch 33/400: [===============] 100% | Error 48.8611 | Acc: 0.799444 AT 5.44778 | val_Acc 0.815 | val_AT 5.14337| nb_modif 5 | elaps: 1s
Epoch 34/400: [===============] 100% | Error 48.8676 | Acc: 0.830556 AT 5.14722 | val_Acc 0.695 | val_AT 7.21572| nb_modif 5 | elaps: 1s
Epoch 35/400: [===============] 100% | Error 48.8758 | Acc: 0.688333 AT 7.33944 | val_Acc 0.715 | val_AT 6.58608| nb_modif 6 | elaps: 2s
Epoch 36/400: [===============] 100% | Error 48.8923 | Acc: 0.686667 AT 7.10611 | val_Acc 0.695 | val_AT 6.83793| nb_modif 7 | elaps: 2s
Epoch 37/400: [===============] 100% | Error 48.8984 | Acc: 0.754444 AT 5.79222 | val_Acc 0.715 | val_AT 6.46419| nb_modif 5 | elaps: 1s
Epoch 38/400: [===============] 100% | Error 48.9077 | Acc: 0.690556 AT 7.02111 | val_Acc 0.51 | val_AT 10.3523| nb_modif 7 | elaps: 2s
Epoch 39/400: [===============] 100% | Error 48.94 | Acc: 0.552222 AT 9.52 | val_Acc 0.65 | val_AT 7.79676| nb_modif 8 | elaps: 2s
Epoch 40/400: [===============] 100% | Error 48.9488 | Acc: 0.688333 AT 7.215 | val_Acc 0.69 | val_AT 7.08398| nb_modif 7 | elaps: 2s
Epoch 41/400: [===============] 100% | Error 49.0004 | Acc: 0.76 AT 5.79833 | val_Acc 0.77 | val_AT 5.51042| nb_modif 5 | elaps: 1s
Epoch 42/400: [===============] 100% | Error 49.0068 | Acc: 0.779444 AT 5.51556 | val_Acc 0.75 | val_AT 6.10255| nb_modif 5 | elaps: 1s
Epoch 43/400: [===============] 100% | Error 49.0232 | Acc: 0.821111 AT 4.77389 | val_Acc 0.89 | val_AT 3.30551| nb_modif 4 | elaps: 1s
Epoch 44/400: [===============] 100% | Error 49.0292 | Acc: 0.900556 AT 3.18611 | val_Acc 0.89 | val_AT 3.32153| nb_modif 3 | elaps: 1s
Epoch 45/400: [===============] 100% | Error 49.033 | Acc: 0.900556 AT 3.12556 | val_Acc 0.89 | val_AT 3.26161| nb_modif 3 | elaps: 1s
Epoch 46/400: [===============] 100% | Error 49.1591 | Acc: 0.883889 AT 3.42889 | val_Acc 0.95 | val_AT 2.06631| nb_modif 3 | elaps: 1s
Epoch 47/400: [===============] 100% | Error 49.1615 | Acc: 0.915 AT 2.83556 | val_Acc 0.92 | val_AT 2.63033| nb_modif 2 | elaps: 0s
Epoch 48/400: [===============] 100% | Error 49.1652 | Acc: 0.897222 AT 3.16778 | val_Acc 0.92 | val_AT 2.68815| nb_modif 3 | elaps: 1s
Epoch 49/400: [===============] 100% | Error 49.1689 | Acc: 0.897222 AT 3.1 | val_Acc 0.92 | val_AT 2.63844| nb_modif 3 | elaps: 1s
Epoch 50/400: [===============] 100% | Error 49.1726 | Acc: 0.897222 AT 3.13222 | val_Acc 0.92 | val_AT 2.65819| nb_modif 3 | elaps: 1s
Epoch 51/400: [===============] 100% | Error 49.1765 | Acc: 0.879444 AT 3.47278 | val_Acc 0.845 | val_AT 4.05329| nb_modif 3 | elaps: 1s
Epoch 52/400: [===============] 100% | Error 49.1947 | Acc: 0.808889 AT 4.81111 | val_Acc 0.795 | val_AT 5.01527| nb_modif 4 | elaps: 1s
Epoch 53/400: [===============] 100% | Error 49.2001 | Acc: 0.827778 AT 4.40778 | val_Acc 0.865 | val_AT 3.64508| nb_modif 4 | elaps: 1s
Epoch 54/400: [===============] 100% | Error 49.2037 | Acc: 0.893333 AT 3.15611 | val_Acc 0.81 | val_AT 4.57323| nb_modif 3 | elaps: 1s
Epoch 55/400: [===============] 100% | Error 49.2089 | Acc: 0.846667 AT 3.92833 | val_Acc 0.775 | val_AT 5.19787| nb_modif 4 | elaps: 1s
Epoch 56/400: [===============] 100% | Error 49.2203 | Acc: 0.815 AT 4.54222 | val_Acc 0.8 | val_AT 4.78099| nb_modif 4 | elaps: 1s
Epoch 57/400: [===============] 100% | Error 49.2592 | Acc: 0.768333 AT 5.23778 | val_Acc 0.66 | val_AT 7.3839| nb_modif 5 | elaps: 1s
Epoch 58/400: [===============] 100% | Error 49.2674 | Acc: 0.855 AT 3.76167 | val_Acc 0.855 | val_AT 3.69192| nb_modif 4 | elaps: 1s
Epoch 59/400: [===============] 100% | Error 49.3465 | Acc: 0.821667 AT 4.38833 | val_Acc 0.815 | val_AT 4.43346| nb_modif 4 | elaps: 1s
Epoch 60/400: [===============] 100% | Error 49.3521 | Acc: 0.87 AT 3.555 | val_Acc 0.88 | val_AT 3.36717| nb_modif 3 | elaps: 1s
Epoch 61/400: [===============] 100% | Error 49.3578 | Acc: 0.901667 AT 3.01667 | val_Acc 0.88 | val_AT 3.29684| nb_modif 3 | elaps: 1s
Epoch 62/400: [===============] 100% | Error 49.3628 | Acc: 0.89 AT 3.17056 | val_Acc 0.83 | val_AT 4.24648| nb_modif 3 | elaps: 1s
Epoch 63/400: [===============] 100% | Error 49.4135 | Acc: 0.874444 AT 3.51833 | val_Acc 0.925 | val_AT 2.49123| nb_modif 3 | elaps: 1s
Epoch 64/400: [===============] 100% | Error 49.4288 | Acc: 0.952222 AT 2.05833 | val_Acc 0.955 | val_AT 1.86246| nb_modif 2 | elaps: 0s
=== END TRAINNING << Time elapsed 135699ms nb threads 2
Epoch 1/400: [===============] 100% | Error 10.7408 | Acc: 0.00666667 AT 19.7922 | val_Acc 0 | val_AT 19.9| nb_modif 4 | elaps: 1s
Epoch 2/400: [===============] 100% | Error 24.3104 | Acc: 0 AT 20 | val_Acc 0 | val_AT 19.9995| nb_modif 6 | elaps: 2s
Epoch 3/400: [===============] 100% | Error 36.6576 | Acc: 0.0105556 AT 19.9389 | val_Acc 0 | val_AT 20| nb_modif 9 | elaps: 3s
Epoch 4/400: [===============] 100% | Error 44.6276 | Acc: 0.0577778 AT 19.5356 | val_Acc 0 | val_AT 20| nb_modif 14 | elaps: 4s
Epoch 5/400: [===============] 100% | Error 47.3668 | Acc: 0.172778 AT 17.1 | val_Acc 0.47 | val_AT 12.22| nb_modif 15 | elaps: 5s
Epoch 6/400: [===============] 100% | Error 48.111 | Acc: 0.506111 AT 11.5417 | val_Acc 0.505 | val_AT 11.6261| nb_modif 11 | elaps: 3s
Epoch 7/400: [===============] 100% | Error 48.425 | Acc: 0.562222 AT 10.7017 | val_Acc 0.565 | val_AT 10.6931| nb_modif 10 | elaps: 3s
Epoch 8/400: [===============] 100% | Error 48.5844 | Acc: 0.602222 AT 10.2256 | val_Acc 0.675 | val_AT 8.91847| nb_modif 9 | elaps: 3s
Epoch 9/400: [===============] 100% | Error 48.6749 | Acc: 0.637778 AT 9.66722 | val_Acc 0.665 | val_AT 9.17459| nb_modif 9 | elaps: 3s
Epoch 10/400: [===============] 100% | Error 48.739 | Acc: 0.617222 AT 9.99667 | val_Acc 0.605 | val_AT 9.87587| nb_modif 9 | elaps: 3s
Epoch 11/400: [===============] 100% | Error 48.7844 | Acc: 0.604444 AT 9.895 | val_Acc 0.635 | val_AT 9.35938| nb_modif 9 | elaps: 3s
Epoch 12/400: [===============] 100% | Error 48.8126 | Acc: 0.751111 AT 7.89222 | val_Acc 0.755 | val_AT 8.0418| nb_modif 7 | elaps: 2s
Epoch 13/400: [===============] 100% | Error 48.8393 | Acc: 0.685 AT 9.14556 | val_Acc 0.755 | val_AT 7.79021| nb_modif 8 | elaps: 2s
Epoch 14/400: [===============] 100% | Error 48.8639 | Acc: 0.563889 AT 10.9189 | val_Acc 0.625 | val_AT 9.66395| nb_modif 10 | elaps: 3s
Epoch 15/400: [===============] 100% | Error 48.8793 | Acc: 0.632778 AT 9.51889 | val_Acc 0.555 | val_AT 10.7383| nb_modif 8 | elaps: 2s
Epoch 16/400: [===============] 100% | Error 48.8935 | Acc: 0.612222 AT 9.835 | val_Acc 0.68 | val_AT 8.79369| nb_modif 9 | elaps: 3s
Epoch 17/400: [===============] 100% | Error 48.9059 | Acc: 0.618333 AT 9.65333 | val_Acc 0.69 | val_AT 8.37897| nb_modif 9 | elaps: 3s
Epoch 18/400: [===============] 100% | Error 48.9145 | Acc: 0.703333 AT 8.18722 | val_Acc 0.795 | val_AT 6.60689| nb_modif 7 | elaps: 2s
Epoch 19/400: [===============] 100% | Error 48.9276 | Acc: 0.716667 AT 8.05056 | val_Acc 0.685 | val_AT 8.54803| nb_modif 7 | elaps: 2s
Epoch 20/400: [===============] 100% | Error 48.9387 | Acc: 0.660556 AT 9.08833 | val_Acc 0.6 | val_AT 10.2327| nb_modif 9 | elaps: 3s
Epoch 21/400: [===============] 100% | Error 48.9486 | Acc: 0.581667 AT 10.6628 | val_Acc 0.625 | val_AT 9.69616| nb_modif 9 | elaps: 3s
Epoch 22/400: [===============] 100% | Error 48.9609 | Acc: 0.530556 AT 11.0283 | val_Acc 0.565 | val_AT 10.5685| nb_modif 10 | elaps: 3s
Epoch 23/400: [===============] 100% | Error 48.9716 | Acc: 0.591667 AT 10.1767 | val_Acc 0.58 | val_AT 10.1328| nb_modif 10 | elaps: 3s
Epoch 24/400: [===============] 100% | Error 48.9813 | Acc: 0.558333 AT 10.43 | val_Acc 0.52 | val_AT 10.7557| nb_modif 9 | elaps: 3s
Epoch 25/400: [===============] 100% | Error 48.99 | Acc: 0.615 AT 8.915 | val_Acc 0.66 | val_AT 7.81878| nb_modif 8 | elaps: 2s
Epoch 26/400: [===============] 100% | Error 48.9989 | Acc: 0.658889 AT 8.00333 | val_Acc 0.585 | val_AT 9.24409| nb_modif 8 | elaps: 2s
Epoch 27/400: [===============] 100% | Error 49.0114 | Acc: 0.705556 AT 7.19056 | val_Acc 0.75 | val_AT 6.36122| nb_modif 6 | elaps: 2s
Epoch 28/400: [===============] 100% | Error 49.0199 | Acc: 0.756667 AT 6.30889 | val_Acc 0.82 | val_AT 5.11681| nb_modif 6 | elaps: 2s
Epoch 29/400: [===============] 100% | Error 49.0251 | Acc: 0.872778 AT 4.04333 | val_Acc 0.915 | val_AT 2.87558| nb_modif 3 | elaps: 1s
Epoch 30/400: [===============] 100% | Error 49.0717 | Acc: 0.906111 AT 3.07056 | val_Acc 0.95 | val_AT 2.10938| nb_modif 3 | elaps: 1s
Epoch 31/400: [===============] 100% | Error 49.1536 | Acc: 0.9 AT 3.14333 | val_Acc 0.825 | val_AT 4.34055| nb_modif 3 | elaps: 1s
Epoch 32/400: [===============] 100% | Error 49.1586 | Acc: 0.843889 AT 4.03889 | val_Acc 0.875 | val_AT 3.3267| nb_modif 4 | elaps: 1s
Epoch 33/400: [===============] 100% | Error 49.1684 | Acc: 0.882222 AT 3.29 | val_Acc 0.915 | val_AT 2.56163| nb_modif 2 | elaps: 0s
Epoch 34/400: [===============] 100% | Error 49.1717 | Acc: 0.897778 AT 2.95167 | val_Acc 0.915 | val_AT 2.58281| nb_modif 3 | elaps: 1s
Epoch 35/400: [===============] 100% | Error 49.1768 | Acc: 0.876667 AT 3.39278 | val_Acc 0.87 | val_AT 3.43791| nb_modif 3 | elaps: 1s
Epoch 36/400: [===============] 100% | Error 49.2266 | Acc: 0.89 AT 3.16056 | val_Acc 0.95 | val_AT 1.90219| nb_modif 3 | elaps: 1s
Epoch 37/400: [===============] 100% | Error 49.2292 | Acc: 0.949444 AT 2.01222 | val_Acc 0.95 | val_AT 1.89451| nb_modif 2 | elaps: 0s
