Epoch 1/400: [===============] 100% | Error 10.6917 | Acc: 0.005 AT 19.9111 | val_Acc 0 | val_AT 19.9| nb_modif 4 | elaps: 1s
Epoch 25/400: [===============] 100% | Error 49.1734 | Acc: 0.727222 AT 6.65889 | val_Acc 0.67 | val_AT 7.53714| nb_modif 6 | elaps: 1s
Epoch 26/400: [===============] 100% | Error 49.1956 | Acc: 0.692778 AT 7.20778 | val_Acc 0.645 | val_AT 7.99269| nb_modif 7 | elaps: 2s
Epoch 27/400: [===============] 100% | Error 49.2035 | Acc: 0.703333 AT 7.00333 | val_Acc 0.615 | val_AT 8.46996| nb_modif 6 | elaps: 1s
Epoch 28/400: [===============] 100% | Error 49.2125 | Acc: 0.679444 AT 7.35944 | val_Acc 0.64 | val_AT 7.97735| nb_modif 7 | elaps: 2s
Epoch 29/400: [===============] 100% | Error 49.2263 | Acc: 0.661111 AT 7.75611 | val_Acc 0.605 | val_AT 8.67989| nb_modif 7 | elaps: 2s
Epoch 30/400: [===============] 100% | Error 49.2621 | Acc: 0.662222 AT 7.65833 | val_Acc 0.605 | val_AT 8.6634| nb_modif 7 | elaps: 2s
Epoch 31/400: [===============] 100% | Error 49.3027 | Acc: 0.683333 AT 7.27 | val_Acc 0.74 | val_AT 6.14332| nb_modif 6 | elaps: 1s
Epoch 32/400: [===============] 100% | Error 49.3177 | Acc: 0.766111 AT 5.65056 | val_Acc 0.71 | val_AT 6.51572| nb_modif 6 | elaps: 1s
Epoch 33/400: [===============] 100% | Error 49.3249 | Acc: 0.702222 AT 6.70833 | val_Acc 0.68 | val_AT 7.05758| nb_modif 6 | elaps: 1s
Epoch 34/400: [===============] 100% | Error 49.3311 | Acc: 0.712222 AT 6.53667 | val_Acc 0.795 | val_AT 5.04529| nb_modif 5 | elaps: 1s
Epoch 35/400: [===============] 100% | Error 49.3366 | Acc: 0.837778 AT 4.30222 | val_Acc 0.84 | val_AT 4.15523| nb_modif 4 | elaps: 1s
Epoch 36/400: [===============] 100% | Error 49.3416 | Acc: 0.822222 AT 4.59222 | val_Acc 0.885 | val_AT 3.51578| nb_modif 4 | elaps: 1s
Epoch 37/400: [===============] 100% | Error 49.345 | Acc: 0.923333 AT 2.79167 | val_Acc 0.915 | val_AT 2.80758| nb_modif 3 | elaps: 0s
Epoch 38/400: [===============] 100% | Error 49.3526 | Acc: 0.884444 AT 3.43167 | val_Acc 0.91 | val_AT 2.96404| nb_modif 3 | elaps: 0s
Epoch 39/400: [===============] 100% | Error 49.3549 | Acc: 0.901111 AT 3.11222 | val_Acc 0.9 | val_AT 3.09482| nb_modif 2 | elaps: 0s
Epoch 40/400: [===============] 100% | Error 49.3584 | Acc: 0.910556 AT 2.92389 | val_Acc 0.855 | val_AT 3.90047| nb_modif 3 | elaps: 0s
Epoch 41/400: [===============] 100% | Error 49.3626 | Acc: 0.89 AT 3.42444 | val_Acc 0.865 | val_AT 3.7695| nb_modif 3 | elaps: 0s
Epoch 42/400: [===============] 100% | Error 49.3681 | Acc: 0.836111 AT 4.34722 | val_Acc 0.865 | val_AT 3.75385| nb_modif 4 | elaps: 1s
Epoch 43/400: [===============] 100% | Error 49.3734 | Acc: 0.818889 AT 4.66 | val_Acc 0.825 | val_AT 4.47377| nb_modif 4 | elaps: 1s
Epoch 44/400: [===============] 100% | Error 49.3811 | Acc: 0.748333 AT 5.88667 | val_Acc 0.76 | val_AT 5.60737| nb_modif 6 | elaps: 1s
Epoch 45/400: [===============] 100% | Error 49.4136 | Acc: 0.781667 AT 5.405 | val_Acc 0.895 | val_AT 3.17304| nb_modif 4 | elaps: 1s
Epoch 46/400: [===============] 100% | Error 49.417 | Acc: 0.903333 AT 3.15333 | val_Acc 0.895 | val_AT 3.20087| nb_modif 3 | elaps: 0s
Epoch 47/400: [===============] 100% | Error 49.4528 | Acc: 0.816667 AT 4.81778 | val_Acc 0.74 | val_AT 6.066| nb_modif 4 | elaps: 1s
Epoch 48/400: [===============] 100% | Error 49.4611 | Acc: 0.736667 AT 6.32889 | val_Acc 0.785 | val_AT 5.28033| nb_modif 6 | elaps: 1s
Epoch 49/400: [===============] 100% | Error 49.4766 | Acc: 0.798889 AT 5.20611 | val_Acc 0.855 | val_AT 3.9864| nb_modif 5 | elaps: 1s
Epoch 50/400: [===============] 100% | Error 49.4817 | Acc: 0.795 AT 5.09778 | val_Acc 0.76 | val_AT 5.53493| nb_modif 4 | elaps: 1s
Epoch 51/400: [===============] 100% | Error 49.4895 | Acc: 0.713889 AT 6.52556 | val_Acc 0.685 | val_AT 7.31767| nb_modif 6 | elaps: 1s
Epoch 52/400: [===============] 100% | Error 49.5104 | Acc: 0.657778 AT 7.62389 | val_Acc 0.68 | val_AT 7.07659| nb_modif 7 | elaps: 2s
Epoch 53/400: [===============] 100% | Error 49.5251 | Acc: 0.748333 AT 5.88611 | val_Acc 0.845 | val_AT 4.20538| nb_modif 5 | elaps: 1s
Epoch 54/400: [===============] 100% | Error 49.5399 | Acc: 0.876667 AT 3.48889 | val_Acc 0.96 | val_AT 1.77103| nb_modif 3 | elaps: 0s
Epoch 55/400: [===============] 100% | Error 49.5427 | Acc: 0.948333 AT 2.08278 | val_Acc 0.96 | val_AT 1.75886| nb_modif 2 | elaps: 0s
Epoch 56/400: [===============] 100% | Error 49.5442 | Acc: 0.981667 AT 1.51056 | val_Acc 0.995 | val_AT 1.20879| nb_modif 1 | elaps: 0s
=== END TRAINNING << Time elapsed 116636ms nb threads 2
Epoch 1/400: [===============] 100% | Error 10.802 | Acc: 0.00666667 AT 19.7917 | val_Acc 0 | val_AT 19.9| nb_modif 4 | elaps: 1s
Epoch 2/400: [===============] 100% | Error 24.4174 | Acc: 0 AT 20 | val_Acc 0 | val_AT 19.9995| nb_modif 6 | elaps: 1s
Epoch 3/400: [===============] 100% | Error 37.6595 | Acc: 0.00888889 AT 19.9333 | val_Acc 0 | val_AT 20| nb_modif 10 | elaps: 3s
Epoch 4/400: [===============] 100% | Error 44.7102 | Acc: 0.0616667 AT 19.5067 | val_Acc 0 | val_AT 20| nb_modif 13 | elaps: 4s
Epoch 5/400: [===============] 100% | Error 47.503 | Acc: 0.167778 AT 17.3206 | val_Acc 0.395 | val_AT 13.555| nb_modif 15 | elaps: 4s
Epoch 6/400: [===============] 100% | Error 48.2991 | Acc: 0.383889 AT 13.7111 | val_Acc 0.425 | val_AT 13.0378| nb_modif 12 | elaps: 3s
Epoch 7/400: [===============] 100% | Error 48.6282 | Acc: 0.501111 AT 11.7739 | val_Acc 0.51 | val_AT 11.4802| nb_modif 11 | elaps: 3s
Epoch 8/400: [===============] 100% | Error 48.7868 | Acc: 0.542778 AT 10.8517 | val_Acc 0.65 | val_AT 8.9674| nb_modif 10 | elaps: 3s
Epoch 9/400: [===============] 100% | Error 48.8592 | Acc: 0.695 AT 8.45556 | val_Acc 0.565 | val_AT 10.5648| nb_modif 8 | elaps: 2s
Epoch 10/400: [===============] 100% | Error 48.9078 | Acc: 0.702778 AT 8.41944 | val_Acc 0.72 | val_AT 8.20782| nb_modif 7 | elaps: 2s
Epoch 11/400: [===============] 100% | Error 48.9552 | Acc: 0.641667 AT 9.53167 | val_Acc 0.61 | val_AT 10.206| nb_modif 9 | elaps: 2s
Epoch 12/400: [===============] 100% | Error 48.991 | Acc: 0.609444 AT 10.4244 | val_Acc 0.695 | val_AT 8.73103| nb_modif 9 | elaps: 2s
Epoch 13/400: [===============] 100% | Error 49.0169 | Acc: 0.617222 AT 10.0578 | val_Acc 0.73 | val_AT 8.08866| nb_modif 9 | elaps: 2s
Epoch 14/400: [===============] 100% | Error 49.0351 | Acc: 0.712778 AT 8.46333 | val_Acc 0.66 | val_AT 9.34544| nb_modif 8 | elaps: 2s
Epoch 15/400: [===============] 100% | Error 49.0498 | Acc: 0.639444 AT 9.55833 | val_Acc 0.64 | val_AT 9.48173| nb_modif 8 | elaps: 2s
Epoch 16/400: [===============] 100% | Error 49.0634 | Acc: 0.626111 AT 9.80389 | val_Acc 0.73 | val_AT 8.06241| nb_modif 9 | elaps: 2s
Epoch 17/400: [===============] 100% | Error 49.0739 | Acc: 0.657222 AT 9.31 | val_Acc 0.6 | val_AT 10.1503| nb_modif 8 | elaps: 2s
Epoch 18/400: [===============] 100% | Error 49.0844 | Acc: 0.653889 AT 9.00667 | val_Acc 0.65 | val_AT 9.05075| nb_modif 9 | elaps: 2s
Epoch 19/400: [===============] 100% | Error 49.092 | Acc: 0.695 AT 8.44833 | val_Acc 0.72 | val_AT 8.25525| nb_modif 7 | elaps: 2s
Epoch 20/400: [===============] 100% | Error 49.1015 | Acc: 0.628889 AT 9.83 | val_Acc 0.425 | val_AT 13.1813| nb_modif 9 | elaps: 2s
Epoch 21/400: [===============] 100% | Error 49.1121 | Acc: 0.630556 AT 9.71556 | val_Acc 0.795 | val_AT 6.92091| nb_modif 9 | elaps: 2s
Epoch 22/400: [===============] 100% | Error 49.1205 | Acc: 0.664444 AT 9.07 | val_Acc 0.61 | val_AT 9.7796| nb_modif 8 | elaps: 2s
Epoch 23/400: [===============] 100% | Error 49.1291 | Acc: 0.676111 AT 8.67556 | val_Acc 0.65 | val_AT 8.9639| nb_modif 8 | elaps: 2s
Epoch 24/400: [===============] 100% | Error 49.1367 | Acc: 0.699444 AT 7.83556 | val_Acc 0.675 | val_AT 7.76482| nb_modif 7 | elaps: 2s
Epoch 25/400: [===============] 100% | Error 49.1439 | Acc: 0.716111 AT 7.36278 | val_Acc 0.825 | val_AT 5.36382| nb_modif 6 | elaps: 1s
Epoch 26/400: [===============] 100% | Error 49.1495 | Acc: 0.83 AT 5.15611 | val_Acc 0.86 | val_AT 4.21682| nb_modif 5 | elaps: 1s
Epoch 27/400: [===============] 100% | Error 49.1544 | Acc: 0.851111 AT 4.45278 | val_Acc 0.85 | val_AT 4.36108| nb_modif 4 | elaps: 1s
Epoch 28/400: [===============] 100% | Error 49.1661 | Acc: 0.813889 AT 5.02444 | val_Acc 0.86 | val_AT 4.11181| nb_modif 4 | elaps: 1s
Epoch 29/400: [===============] 100% | Error 49.1708 | Acc: 0.848333 AT 4.435 | val_Acc 0.86 | val_AT 4.09056| nb_modif 4 | elaps: 1s
Epoch 30/400: [===============] 100% | Error 49.1777 | Acc: 0.858889 AT 4.21889 | val_Acc 0.86 | val_AT 4.26045| nb_modif 4 | elaps: 1s
Epoch 31/400: [===============] 100% | Error 49.1835 | Acc: 0.816111 AT 5.03944 | val_Acc 0.785 | val_AT 5.2313| nb_modif 5 | elaps: 1s
Epoch 32/400: [===============] 100% | Error 49.3381 | Acc: 0.8 AT 5.24611 | val_Acc 0.85 | val_AT 4.21616| nb_modif 4 | elaps: 1s
Epoch 33/400: [===============] 100% | Error 49.3438 | Acc: 0.831667 AT 4.58889 | val_Acc 0.83 | val_AT 4.59608| nb_modif 5 | elaps: 1s
Epoch 34/400: [===============] 100% | Error 49.3488 | Acc: 0.838333 AT 4.56333 | val_Acc 0.775 | val_AT 5.62298| nb_modif 4 | elaps: 1s
Epoch 35/400: [===============] 100% | Error 49.4407 | Acc: 0.726111 AT 6.43611 | val_Acc 0.765 | val_AT 5.82811| nb_modif 6 | elaps: 1s
Epoch 36/400: [===============] 100% | Error 49.4874 | Acc: 0.868333 AT 3.53056 | val_Acc 0.9 | val_AT 3.11414| nb_modif 3 | elaps: 0s
Epoch 37/400: [===============] 100% | Error 49.5207 | Acc: 0.917778 AT 2.78778 | val_Acc 0.955 | val_AT 2.10057| nb_modif 2 | elaps: 0s
Epoch 38/400: [===============] 100% | Error 49.5319 | Acc: 0.948889 AT 2.24556 | val_Acc 0.955 | val_AT 2.0505| nb_modif 2 | elaps: 0s
Epoch 39/400: [===============] 100% | Error 49.5343 | Acc: 0.948889 AT 2.23278 | val_Acc 0.955 | val_AT 2.09025| nb_modif 2 | elaps: 0s
Epoch 40/400: [===============] 100% | Error 49.5507 | Acc: 0.903889 AT 3.09667 | val_Acc 0.915 | val_AT 2.81045| nb_modif 3 | elaps: 0s
Epoch 41/400: [===============] 100% | Error 49.5543 | Acc: 0.872778 AT 3.75333 | val_Acc 0.87 | val_AT 3.74905| nb_modif 3 | elaps: 0s
Epoch 42/400: [===============] 100% | Error 49.5812 | Acc: 0.846667 AT 4.22778 | val_Acc 0.91 | val_AT 2.99375| nb_modif 4 | elaps: 1s
Epoch 43/400: [===============] 100% | Error 49.5846 | Acc: 0.898333 AT 3.28 | val_Acc 0.91 | val_AT 2.98997| nb_modif 3 | elaps: 0s
Epoch 44/400: [===============] 100% | Error 49.5904 | Acc: 0.851667 AT 4.08778 | val_Acc 0.87 | val_AT 3.71495| nb_modif 4 | elaps: 1s
Epoch 45/400: [===============] 100% | Error 49.5952 | Acc: 0.871111 AT 3.78333 | val_Acc 0.91 | val_AT 3.00357| nb_modif 3 | elaps: 0s
Epoch 46/400: [===============] 100% | Error 49.5984 | Acc: 0.893333 AT 3.30167 | val_Acc 0.865 | val_AT 3.66502| nb_modif 3 | elaps: 0s
Epoch 47/400: [===============] 100% | Error 49.6027 | Acc: 0.847778 AT 4.05833 | val_Acc 0.865 | val_AT 3.72333| nb_modif 4 | elaps: 1s
Epoch 48/400: [===============] 100% | Error 49.6059 | Acc: 0.847778 AT 4.09722 | val_Acc 0.865 | val_AT 3.74862| nb_modif 3 | elaps: 0s
Epoch 49/400: [===============] 100% | Error 49.612 | Acc: 0.79 AT 5.09278 | val_Acc 0.79 | val_AT 5.06374| nb_modif 5 | elaps: 1s
Epoch 50/400: [===============] 100% | Error 49.6289 | Acc: 0.765 AT 5.59333 | val_Acc 0.785 | val_AT 5.12032| nb_modif 5 | elaps: 1s
Epoch 51/400: [===============] 100% | Error 49.6339 | Acc: 0.836111 AT 4.24778 | val_Acc 0.83 | val_AT 4.3106| nb_modif 4 | elaps: 1s
Epoch 52/400: [===============] 100% | Error 49.6377 | Acc: 0.851667 AT 3.93889 | val_Acc 0.83 | val_AT 4.26155| nb_modif 3 | elaps: 0s
Epoch 53/400: [===============] 100% | Error 49.6418 | Acc: 0.898889 AT 3.11333 | val_Acc 0.905 | val_AT 2.98631| nb_modif 3 | elaps: 0s
Epoch 54/400: [===============] 100% | Error 49.6536 | Acc: 0.876667 AT 3.51444 | val_Acc 0.835 | val_AT 4.28993| nb_modif 3 | elaps: 0s
Epoch 55/400: [===============] 100% | Error 49.6567 | Acc: 0.935 AT 2.39556 | val_Acc 0.96 | val_AT 1.85645| nb_modif 3 | elaps: 0s
Epoch 56/400: [===============] 100% | Error 49.6577 | Acc: 0.949444 AT 2.055 | val_Acc 0.95 | val_AT 2.00928| nb_modif 1 | elaps: 0s
Epoch 57/400: [===============] 100% | Error 49.6607 | Acc: 0.909444 AT 2.78611 | val_Acc 0.92 | val_AT 2.68005| nb_modif 3 | elaps: 0s
Epoch 58/400: [===============] 100% | Error 49.6645 | Acc: 0.946667 AT 2.19556 | val_Acc 0.845 | val_AT 3.9584| nb_modif 2 | elaps: 0s
Epoch 59/400: [===============] 100% | Error 49.6668 | Acc: 0.931111 AT 2.44944 | val_Acc 0.85 | val_AT 3.88979| nb_modif 2 | elaps: 0s
Epoch 60/400: [===============] 100% | Error 49.6971 | Acc: 0.881667 AT 3.515 | val_Acc 0.74 | val_AT 6.01945| nb_modif 4 | elaps: 1s
Epoch 61/400: [===============] 100% | Error 49.7219 | Acc: 0.870556 AT 3.56 | val_Acc 0.925 | val_AT 2.5151| nb_modif 3 | elaps: 0s
Epoch 62/400: [===============] 100% | Error 49.7265 | Acc: 0.915556 AT 2.75333 | val_Acc 0.865 | val_AT 3.63758| nb_modif 2 | elaps: 0s
Epoch 63/400: [===============] 100% | Error 49.7593 | Acc: 0.842778 AT 4.08556 | val_Acc 0.895 | val_AT 3.03319| nb_modif 4 | elaps: 1s
Epoch 64/400: [===============] 100% | Error 49.7614 | Acc: 0.942778 AT 2.185 | val_Acc 0.955 | val_AT 1.89017| nb_modif 2 | elaps: 0s
