Epoch 1/400: [===============] 100% | Error 8.27552 | Acc: 0.000555556 AT 19.9922 | val_Acc 0 | val_AT 19.9| nb_modif 3 | elaps: 0s
Epoch 2/400: [===============] 100% | Error 15.6558 | Acc: 0 AT 20 | val_Acc 0 | val_AT 19.9995| nb_modif 3 | elaps: 0s
Epoch 3/400: [===============] 100% | Error 25.5306 | Acc: 0 AT 20 | val_Acc 0 | val_AT 20| nb_modif 5 | elaps: 0s
Epoch 4/400: [===============] 100% | Error 34.2957 | Acc: 0.00444444 AT 19.9711 | val_Acc 0 | val_AT 20| nb_modif 7 | elaps: 0s
Epoch 5/400: [===============] 100% | Error 39.054 | Acc: 0.0166667 AT 19.8383 | val_Acc 0.055 | val_AT 19.17| nb_modif 8 | elaps: 0s
Epoch 6/400: [===============] 100% | Error 40.7487 | Acc: 0.114444 AT 18.3011 | val_Acc 0.155 | val_AT 17.5259| nb_modif 7 | elaps: 0s
Epoch 7/400: [===============] 100% | Error 41.4625 | Acc: 0.227778 AT 16.355 | val_Acc 0.265 | val_AT 15.6976| nb_modif 6 | elaps: 0s
Epoch 8/400: [===============] 100% | Error 41.8047 | Acc: 0.415556 AT 13.2522 | val_Acc 0.44 | val_AT 12.6985| nb_modif 5 | elaps: 0s
Epoch 9/400: [===============] 100% | Error 42.0474 | Acc: 0.446111 AT 12.7711 | val_Acc 0.445 | val_AT 12.7685| nb_modif 5 | elaps: 0s
Epoch 10/400: [===============] 100% | Error 42.2646 | Acc: 0.375 AT 14.0744 | val_Acc 0.295 | val_AT 15.3088| nb_modif 6 | elaps: 0s
Epoch 11/400: [===============] 100% | Error 42.4078 | Acc: 0.294444 AT 15.3244 | val_Acc 0.39 | val_AT 13.9365| nb_modif 6 | elaps: 0s
Epoch 12/400: [===============] 100% | Error 42.4974 | Acc: 0.302222 AT 15.155 | val_Acc 0.335 | val_AT 14.4447| nb_modif 5 | elaps: 0s
Epoch 13/400: [===============] 100% | Error 42.5772 | Acc: 0.353889 AT 14.2139 | val_Acc 0.445 | val_AT 12.8622| nb_modif 6 | elaps: 0s
Epoch 14/400: [===============] 100% | Error 42.6284 | Acc: 0.372222 AT 14.0494 | val_Acc 0.36 | val_AT 14.4893| nb_modif 5 | elaps: 0s
Epoch 15/400: [===============] 100% | Error 42.669 | Acc: 0.416111 AT 13.6744 | val_Acc 0.455 | val_AT 13.0874| nb_modif 5 | elaps: 0s
Epoch 16/400: [===============] 100% | Error 42.7102 | Acc: 0.356111 AT 14.5783 | val_Acc 0.325 | val_AT 14.9454| nb_modif 6 | elaps: 0s
Epoch 17/400: [===============] 100% | Error 42.738 | Acc: 0.315556 AT 15.2039 | val_Acc 0.405 | val_AT 13.8247| nb_modif 5 | elaps: 0s
Epoch 18/400: [===============] 100% | Error 42.7621 | Acc: 0.410556 AT 13.6622 | val_Acc 0.455 | val_AT 13.0641| nb_modif 5 | elaps: 0s
Epoch 19/400: [===============] 100% | Error 42.7861 | Acc: 0.389444 AT 14.0633 | val_Acc 0.295 | val_AT 15.4303| nb_modif 6 | elaps: 0s
Epoch 20/400: [===============] 100% | Error 42.8061 | Acc: 0.274444 AT 15.9956 | val_Acc 0.21 | val_AT 17.1072| nb_modif 6 | elaps: 0s
Epoch 21/400: [===============] 100% | Error 42.8456 | Acc: 0.241667 AT 16.5194 | val_Acc 0.27 | val_AT 16.0155| nb_modif 6 | elaps: 0s
Epoch 22/400: [===============] 100% | Error 42.8611 | Acc: 0.285 AT 15.7367 | val_Acc 0.245 | val_AT 16.3501| nb_modif 6 | elaps: 0s
Epoch 23/400: [===============] 100% | Error 42.8741 | Acc: 0.219444 AT 16.6911 | val_Acc 0.245 | val_AT 16.3468| nb_modif 6 | elaps: 0s
Epoch 24/400: [===============] 100% | Error 42.8855 | Acc: 0.239444 AT 16.5267 | val_Acc 0.19 | val_AT 17.1367| nb_modif 6 | elaps: 0s
Epoch 25/400: [===============] 100% | Error 42.8956 | Acc: 0.204444 AT 17.035 | val_Acc 0.165 | val_AT 17.4957| nb_modif 6 | elaps: 0s
Epoch 26/400: [===============] 100% | Error 42.9043 | Acc: 0.160556 AT 17.5167 | val_Acc 0.165 | val_AT 17.3025| nb_modif 6 | elaps: 0s
Epoch 27/400: [===============] 100% | Error 42.9499 | Acc: 0.255556 AT 15.9283 | val_Acc 0.32 | val_AT 14.9815| nb_modif 5 | elaps: 0s
Epoch 28/400: [===============] 100% | Error 42.9577 | Acc: 0.329444 AT 15.0933 | val_Acc 0.37 | val_AT 14.7099| nb_modif 6 | elaps: 0s
Epoch 29/400: [===============] 100% | Error 42.9637 | Acc: 0.340556 AT 14.8922 | val_Acc 0.26 | val_AT 15.8135| nb_modif 5 | elaps: 0s
Epoch 30/400: [===============] 100% | Error 42.9707 | Acc: 0.278333 AT 15.6128 | val_Acc 0.275 | val_AT 15.9291| nb_modif 6 | elaps: 0s
Epoch 31/400: [===============] 100% | Error 42.9763 | Acc: 0.301111 AT 15.2494 | val_Acc 0.28 | val_AT 15.4646| nb_modif 5 | elaps: 0s
Epoch 32/400: [===============] 100% | Error 43.0044 | Acc: 0.288889 AT 15.3411 | val_Acc 0.33 | val_AT 15.0123| nb_modif 5 | elaps: 0s
Epoch 33/400: [===============] 100% | Error 43.0108 | Acc: 0.285 AT 15.6311 | val_Acc 0.29 | val_AT 15.5501| nb_modif 6 | elaps: 0s
Epoch 34/400: [===============] 100% | Error 43.0387 | Acc: 0.302778 AT 15.4567 | val_Acc 0.355 | val_AT 14.6077| nb_modif 5 | elaps: 0s
Epoch 35/400: [===============] 100% | Error 43.0668 | Acc: 0.340556 AT 14.8139 | val_Acc 0.335 | val_AT 14.793| nb_modif 5 | elaps: 0s
Epoch 36/400: [===============] 100% | Error 43.0722 | Acc: 0.316667 AT 15.0172 | val_Acc 0.32 | val_AT 14.899| nb_modif 5 | elaps: 0s
Epoch 37/400: [===============] 100% | Error 43.0791 | Acc: 0.32 AT 15.0383 | val_Acc 0.285 | val_AT 15.6895| nb_modif 6 | elaps: 0s
Epoch 38/400: [===============] 100% | Error 43.0848 | Acc: 0.325 AT 15.0389 | val_Acc 0.31 | val_AT 15.4384| nb_modif 5 | elaps: 0s
Epoch 39/400: [===============] 100% | Error 43.0924 | Acc: 0.374444 AT 14.42 | val_Acc 0.39 | val_AT 13.8922| nb_modif 6 | elaps: 0s
Epoch 40/400: [===============] 100% | Error 43.1197 | Acc: 0.420556 AT 13.3233 | val_Acc 0.44 | val_AT 12.9045| nb_modif 4 | elaps: 0s
Epoch 41/400: [===============] 100% | Error 43.1484 | Acc: 0.465556 AT 12.3661 | val_Acc 0.52 | val_AT 11.4145| nb_modif 5 | elaps: 0s
Epoch 42/400: [===============] 100% | Error 43.1519 | Acc: 0.575556 AT 10.4572 | val_Acc 0.595 | val_AT 10.0171| nb_modif 3 | elaps: 0s
Epoch 43/400: [===============] 100% | Error 43.1621 | Acc: 0.622222 AT 9.50778 | val_Acc 0.59 | val_AT 9.85509| nb_modif 4 | elaps: 0s
Epoch 44/400: [===============] 100% | Error 43.1668 | Acc: 0.629444 AT 9.25111 | val_Acc 0.61 | val_AT 9.44428| nb_modif 4 | elaps: 0s
Epoch 45/400: [===============] 100% | Error 43.1705 | Acc: 0.61 AT 9.42444 | val_Acc 0.63 | val_AT 8.90222| nb_modif 3 | elaps: 0s
Epoch 46/400: [===============] 100% | Error 43.1744 | Acc: 0.620556 AT 9.06 | val_Acc 0.665 | val_AT 8.18451| nb_modif 3 | elaps: 0s
Epoch 47/400: [===============] 100% | Error 43.1779 | Acc: 0.652222 AT 8.45722 | val_Acc 0.695 | val_AT 7.70092| nb_modif 3 | elaps: 0s
Epoch 48/400: [===============] 100% | Error 43.1824 | Acc: 0.664444 AT 8.29056 | val_Acc 0.655 | val_AT 8.3985| nb_modif 4 | elaps: 0s
Epoch 49/400: [===============] 100% | Error 43.1868 | Acc: 0.612222 AT 9.10278 | val_Acc 0.575 | val_AT 9.65699| nb_modif 4 | elaps: 0s
Epoch 50/400: [===============] 100% | Error 43.2355 | Acc: 0.617778 AT 9.04444 | val_Acc 0.57 | val_AT 9.76328| nb_modif 3 | elaps: 0s
Epoch 51/400: [===============] 100% | Error 43.2387 | Acc: 0.639444 AT 8.71167 | val_Acc 0.6 | val_AT 9.23882| nb_modif 3 | elaps: 0s
Epoch 52/400: [===============] 100% | Error 43.2421 | Acc: 0.632222 AT 8.79167 | val_Acc 0.61 | val_AT 8.94119| nb_modif 3 | elaps: 0s
Epoch 53/400: [===============] 100% | Error 43.2692 | Acc: 0.625556 AT 8.87278 | val_Acc 0.61 | val_AT 9.03471| nb_modif 4 | elaps: 0s
Epoch 54/400: [===============] 100% | Error 43.2952 | Acc: 0.616667 AT 8.98444 | val_Acc 0.555 | val_AT 9.95017| nb_modif 3 | elaps: 0s
Epoch 55/400: [===============] 100% | Error 43.3009 | Acc: 0.563889 AT 9.82944 | val_Acc 0.455 | val_AT 11.6148| nb_modif 5 | elaps: 0s
Epoch 56/400: [===============] 100% | Error 43.3321 | Acc: 0.496667 AT 10.9178 | val_Acc 0.485 | val_AT 11.1331| nb_modif 4 | elaps: 0s
Epoch 57/400: [===============] 100% | Error 43.3366 | Acc: 0.496111 AT 10.8411 | val_Acc 0.47 | val_AT 11.2657| nb_modif 4 | elaps: 0s
Epoch 58/400: [===============] 100% | Error 43.3399 | Acc: 0.516667 AT 10.4206 | val_Acc 0.545 | val_AT 9.90133| nb_modif 3 | elaps: 0s
Epoch 59/400: [===============] 100% | Error 43.3796 | Acc: 0.539444 AT 9.96278 | val_Acc 0.49 | val_AT 10.7595| nb_modif 4 | elaps: 0s
Epoch 60/400: [===============] 100% | Error 43.41 | Acc: 0.535556 AT 10.0361 | val_Acc 0.525 | val_AT 10.1788| nb_modif 4 | elaps: 0s
Epoch 61/400: [===============] 100% | Error 43.4142 | Acc: 0.527778 AT 10.1594 | val_Acc 0.54 | val_AT 9.89089| nb_modif 4 | elaps: 0s
Epoch 62/400: [===============] 100% | Error 43.4174 | Acc: 0.522778 AT 10.2439 | val_Acc 0.535 | val_AT 9.96945| nb_modif 3 | elaps: 0s
Epoch 63/400: [===============] 100% | Error 43.4205 | Acc: 0.562778 AT 9.54444 | val_Acc 0.565 | val_AT 9.54485| nb_modif 3 | elaps: 0s
