Epoch 1/400: [===============] 100% | Error 8.14907 | Acc: 0.00666667 AT 19.8089 | val_Acc 0 | val_AT 19.9| nb_modif 3 | elaps: 0s
Epoch 2/400: [===============] 100% | Error 20.4694 | Acc: 0 AT 20 | val_Acc 0 | val_AT 19.9995| nb_modif 5 | elaps: 0s
Epoch 3/400: [===============] 100% | Error 31.0668 | Acc: 0.00166667 AT 19.99 | val_Acc 0 | val_AT 20| nb_modif 6 | elaps: 0s
Epoch 4/400: [===============] 100% | Error 40.1704 | Acc: 0.0161111 AT 19.8728 | val_Acc 0 | val_AT 20| nb_modif 10 | elaps: 1s
Epoch 5/400: [===============] 100% | Error 43.7099 | Acc: 0.0366667 AT 19.455 | val_Acc 0.23 | val_AT 16.26| nb_modif 11 | elaps: 1s
Epoch 6/400: [===============] 100% | Error 44.6957 | Acc: 0.388889 AT 13.4694 | val_Acc 0.495 | val_AT 11.7763| nb_modif 8 | elaps: 1s
Epoch 7/400: [===============] 100% | Error 45.1103 | Acc: 0.557222 AT 10.5889 | val_Acc 0.595 | val_AT 9.92388| nb_modif 6 | elaps: 0s
Epoch 8/400: [===============] 100% | Error 45.3647 | Acc: 0.613333 AT 9.76944 | val_Acc 0.53 | val_AT 11.4496| nb_modif 6 | elaps: 0s
Epoch 9/400: [===============] 100% | Error 45.4818 | Acc: 0.635 AT 9.56333 | val_Acc 0.75 | val_AT 7.57225| nb_modif 5 | elaps: 0s
Epoch 10/400: [===============] 100% | Error 45.5545 | Acc: 0.763333 AT 7.45444 | val_Acc 0.82 | val_AT 6.50286| nb_modif 4 | elaps: 0s
Epoch 11/400: [===============] 100% | Error 45.6145 | Acc: 0.808889 AT 6.82 | val_Acc 0.625 | val_AT 9.76751| nb_modif 4 | elaps: 0s
Epoch 12/400: [===============] 100% | Error 45.6752 | Acc: 0.696667 AT 8.73167 | val_Acc 0.57 | val_AT 10.8888| nb_modif 5 | elaps: 0s
Epoch 13/400: [===============] 100% | Error 45.7344 | Acc: 0.628889 AT 9.86944 | val_Acc 0.57 | val_AT 10.7944| nb_modif 6 | elaps: 0s
Epoch 14/400: [===============] 100% | Error 45.7747 | Acc: 0.625556 AT 9.85944 | val_Acc 0.545 | val_AT 11.304| nb_modif 5 | elaps: 0s
Epoch 15/400: [===============] 100% | Error 45.807 | Acc: 0.705556 AT 8.88778 | val_Acc 0.58 | val_AT 10.6765| nb_modif 5 | elaps: 0s
Epoch 16/400: [===============] 100% | Error 45.8378 | Acc: 0.661667 AT 9.44778 | val_Acc 0.755 | val_AT 7.80338| nb_modif 6 | elaps: 0s
Epoch 17/400: [===============] 100% | Error 45.8592 | Acc: 0.708889 AT 8.90278 | val_Acc 0.785 | val_AT 7.81402| nb_modif 5 | elaps: 0s
Epoch 18/400: [===============] 100% | Error 45.876 | Acc: 0.702778 AT 9.20556 | val_Acc 0.725 | val_AT 8.77407| nb_modif 5 | elaps: 0s
Epoch 19/400: [===============] 100% | Error 45.8935 | Acc: 0.662222 AT 9.71611 | val_Acc 0.59 | val_AT 10.7689| nb_modif 6 | elaps: 0s
Epoch 20/400: [===============] 100% | Error 45.9327 | Acc: 0.501667 AT 12.0639 | val_Acc 0.415 | val_AT 13.4688| nb_modif 7 | elaps: 0s
Epoch 21/400: [===============] 100% | Error 45.9465 | Acc: 0.457222 AT 13.1217 | val_Acc 0.435 | val_AT 13.3273| nb_modif 7 | elaps: 0s
Epoch 22/400: [===============] 100% | Error 45.9597 | Acc: 0.402222 AT 13.595 | val_Acc 0.515 | val_AT 11.7666| nb_modif 8 | elaps: 1s
Epoch 23/400: [===============] 100% | Error 45.9921 | Acc: 0.488889 AT 11.9822 | val_Acc 0.445 | val_AT 12.6438| nb_modif 7 | elaps: 0s
Epoch 24/400: [===============] 100% | Error 46 | Acc: 0.552222 AT 10.8378 | val_Acc 0.605 | val_AT 10.1532| nb_modif 6 | elaps: 0s
Epoch 25/400: [===============] 100% | Error 46.0072 | Acc: 0.630556 AT 9.94056 | val_Acc 0.57 | val_AT 10.9208| nb_modif 6 | elaps: 0s
Epoch 26/400: [===============] 100% | Error 46.0142 | Acc: 0.565 AT 10.7761 | val_Acc 0.57 | val_AT 10.7096| nb_modif 6 | elaps: 0s
Epoch 27/400: [===============] 100% | Error 46.0208 | Acc: 0.565 AT 10.9311 | val_Acc 0.51 | val_AT 11.8985| nb_modif 6 | elaps: 0s
Epoch 28/400: [===============] 100% | Error 46.0419 | Acc: 0.561667 AT 10.9522 | val_Acc 0.525 | val_AT 11.7495| nb_modif 7 | elaps: 0s
Epoch 29/400: [===============] 100% | Error 46.0496 | Acc: 0.497222 AT 12.1078 | val_Acc 0.4 | val_AT 13.3987| nb_modif 7 | elaps: 0s
Epoch 30/400: [===============] 100% | Error 46.0799 | Acc: 0.464444 AT 12.3056 | val_Acc 0.435 | val_AT 12.977| nb_modif 7 | elaps: 0s
Epoch 31/400: [===============] 100% | Error 46.0879 | Acc: 0.575556 AT 10.5111 | val_Acc 0.54 | val_AT 11.1449| nb_modif 7 | elaps: 0s
Epoch 32/400: [===============] 100% | Error 46.0948 | Acc: 0.588333 AT 10.1539 | val_Acc 0.585 | val_AT 10.0507| nb_modif 6 | elaps: 0s
Epoch 33/400: [===============] 100% | Error 46.1017 | Acc: 0.579444 AT 10.1517 | val_Acc 0.63 | val_AT 9.39025| nb_modif 6 | elaps: 0s
Epoch 34/400: [===============] 100% | Error 46.1075 | Acc: 0.633889 AT 9.2 | val_Acc 0.655 | val_AT 8.77195| nb_modif 5 | elaps: 0s
Epoch 35/400: [===============] 100% | Error 46.1136 | Acc: 0.685 AT 8.13222 | val_Acc 0.705 | val_AT 7.51386| nb_modif 5 | elaps: 0s
Epoch 36/400: [===============] 100% | Error 46.1786 | Acc: 0.635 AT 8.69444 | val_Acc 0.645 | val_AT 8.48757| nb_modif 5 | elaps: 0s
