Epoch 1/400: [===============] 100% | Error 13.3948 | Acc: 0.00388889 AT 19.8378 | val_Acc 0 | val_AT 19.9| nb_modif 5 | elaps: 0s
Epoch 2/400: [===============] 100% | Error 29.8536 | Acc: 0 AT 20 | val_Acc 0 | val_AT 19.9995| nb_modif 8 | elaps: 0s
Epoch 3/400: [===============] 100% | Error 41.3275 | Acc: 0.0244444 AT 19.8211 | val_Acc 0 | val_AT 20| nb_modif 11 | elaps: 1s
Epoch 4/400: [===============] 100% | Error 47.1769 | Acc: 0.0816667 AT 19.3056 | val_Acc 0 | val_AT 20| nb_modif 15 | elaps: 1s
Epoch 5/400: [===============] 100% | Error 49.3277 | Acc: 0.0972222 AT 18.4744 | val_Acc 0.305 | val_AT 15.05| nb_modif 17 | elaps: 2s
Epoch 6/400: [===============] 100% | Error 49.8988 | Acc: 0.422222 AT 13.1256 | val_Acc 0.445 | val_AT 12.6252| nb_modif 13 | elaps: 1s
Epoch 7/400: [===============] 100% | Error 50.1308 | Acc: 0.466111 AT 12.4822 | val_Acc 0.69 | val_AT 8.92813| nb_modif 11 | elaps: 1s
Epoch 8/400: [===============] 100% | Error 50.2413 | Acc: 0.645 AT 9.83111 | val_Acc 0.665 | val_AT 9.65964| nb_modif 10 | elaps: 1s
Epoch 9/400: [===============] 100% | Error 50.3079 | Acc: 0.601667 AT 10.4372 | val_Acc 0.46 | val_AT 12.5883| nb_modif 10 | elaps: 1s
Epoch 10/400: [===============] 100% | Error 50.3543 | Acc: 0.539444 AT 11.25 | val_Acc 0.59 | val_AT 10.5929| nb_modif 10 | elaps: 1s
Epoch 11/400: [===============] 100% | Error 50.4002 | Acc: 0.579444 AT 10.785 | val_Acc 0.65 | val_AT 9.66296| nb_modif 10 | elaps: 1s
Epoch 12/400: [===============] 100% | Error 50.4254 | Acc: 0.576111 AT 10.7172 | val_Acc 0.58 | val_AT 10.7733| nb_modif 9 | elaps: 1s
Epoch 13/400: [===============] 100% | Error 50.45 | Acc: 0.446111 AT 12.8261 | val_Acc 0.46 | val_AT 12.6339| nb_modif 12 | elaps: 1s
Epoch 14/400: [===============] 100% | Error 50.4657 | Acc: 0.541667 AT 11.2644 | val_Acc 0.515 | val_AT 11.7782| nb_modif 10 | elaps: 1s
Epoch 15/400: [===============] 100% | Error 50.4789 | Acc: 0.604444 AT 10.1083 | val_Acc 0.595 | val_AT 10.0189| nb_modif 10 | elaps: 1s
Epoch 16/400: [===============] 100% | Error 50.4883 | Acc: 0.652222 AT 9.05778 | val_Acc 0.66 | val_AT 8.5701| nb_modif 8 | elaps: 1s
Epoch 17/400: [===============] 100% | Error 50.4965 | Acc: 0.752778 AT 7.27333 | val_Acc 0.73 | val_AT 7.83285| nb_modif 7 | elaps: 0s
Epoch 18/400: [===============] 100% | Error 50.505 | Acc: 0.696111 AT 8.53889 | val_Acc 0.665 | val_AT 9.06916| nb_modif 8 | elaps: 1s
Epoch 19/400: [===============] 100% | Error 50.5175 | Acc: 0.517222 AT 11.4678 | val_Acc 0.535 | val_AT 11.0803| nb_modif 12 | elaps: 1s
Epoch 20/400: [===============] 100% | Error 50.5298 | Acc: 0.548889 AT 10.7622 | val_Acc 0.605 | val_AT 9.5254| nb_modif 10 | elaps: 1s
Epoch 21/400: [===============] 100% | Error 50.5773 | Acc: 0.588889 AT 9.82833 | val_Acc 0.615 | val_AT 9.16763| nb_modif 8 | elaps: 1s
Epoch 22/400: [===============] 100% | Error 50.5861 | Acc: 0.671667 AT 8.24111 | val_Acc 0.6 | val_AT 9.23584| nb_modif 8 | elaps: 1s
Epoch 23/400: [===============] 100% | Error 50.5958 | Acc: 0.593333 AT 9.10056 | val_Acc 0.605 | val_AT 8.78618| nb_modif 7 | elaps: 0s
Epoch 24/400: [===============] 100% | Error 50.6294 | Acc: 0.572222 AT 9.41056 | val_Acc 0.575 | val_AT 9.26893| nb_modif 9 | elaps: 1s
Epoch 25/400: [===============] 100% | Error 50.6391 | Acc: 0.641111 AT 8.22556 | val_Acc 0.625 | val_AT 8.35135| nb_modif 7 | elaps: 1s
Epoch 26/400: [===============] 100% | Error 50.6475 | Acc: 0.652222 AT 7.92278 | val_Acc 0.665 | val_AT 7.85176| nb_modif 7 | elaps: 0s
Epoch 27/400: [===============] 100% | Error 50.6544 | Acc: 0.714444 AT 6.89444 | val_Acc 0.75 | val_AT 6.12926| nb_modif 6 | elaps: 0s
Epoch 28/400: [===============] 100% | Error 50.6611 | Acc: 0.755556 AT 5.87833 | val_Acc 0.79 | val_AT 5.07065| nb_modif 6 | elaps: 0s
Epoch 29/400: [===============] 100% | Error 50.6657 | Acc: 0.812222 AT 4.65889 | val_Acc 0.83 | val_AT 4.39535| nb_modif 4 | elaps: 0s
Epoch 30/400: [===============] 100% | Error 50.6704 | Acc: 0.824444 AT 4.54333 | val_Acc 0.73 | val_AT 6.11698| nb_modif 4 | elaps: 0s
Epoch 31/400: [===============] 100% | Error 50.7051 | Acc: 0.742222 AT 5.67889 | val_Acc 0.695 | val_AT 6.81558| nb_modif 6 | elaps: 0s
Epoch 32/400: [===============] 100% | Error 50.7124 | Acc: 0.755 AT 5.79667 | val_Acc 0.67 | val_AT 7.29908| nb_modif 6 | elaps: 0s
Epoch 33/400: [===============] 100% | Error 50.7285 | Acc: 0.712778 AT 6.66611 | val_Acc 0.72 | val_AT 6.5415| nb_modif 6 | elaps: 0s
Epoch 34/400: [===============] 100% | Error 50.7576 | Acc: 0.704444 AT 6.735 | val_Acc 0.735 | val_AT 6.13771| nb_modif 7 | elaps: 0s
