0,0.974444,1.77222,175215,1,7,1.0
4,0.952222,2.10056,91648,2,38,1.9118256808659218
4,0.997778,1.36556,70729,3,26,2.477272405943814
4,0.952222,1.90778,58958,4,46,2.971861325011025
4,0.992778,1.58722,58880,5,45,2.9757982336956523
4,0.95,2.44944,52574,6,54,3.3327310077224483
4,0.965,1.88667,49262,7,55,3.55679834355081
4,0.952222,1.91278,45271,8,66,3.8703585076539064
4,0.950556,1.95944,36985,9,47,4.7374611328917124
4,0.983889,2.25722,29460,10,40,5.947556008146639
4,0.966111,2.91222,27530,11,37,6.364511442063204
4,0.950556,2.04944,44586,12,90,3.929821020051137
4,0.953333,2.16556,35435,13,74,4.9446874559051786
4,0.954444,2.02444,48453,14,116,3.616184756361835
4,0.951667,1.96389,38340,15,81,4.570031298904539
4,0.958333,1.88222,41685,16,105,4.203310543360921
4,0.981667,1.57222,41305,17,92,4.241980389783319
4,0.951111,2.02667,48313,18,135,3.6266636309067954
4,0.956111,2.49833,32457,19,71,5.39837323227655
4,0.952778,2.025,42074,20,137,4.1644483529020295
4,0.958333,2.26722,34652,21,92,5.05641809996537
4,0.955556,1.87222,43554,22,138,4.022937043669927
4,0.958333,2.09944,40615,23,107,4.314046534531577
4,0.968889,1.88556,41665,24,133,4.205328213128525
4,0.952222,1.96444,49653,25,153,3.52878980122047
4,0.961111,1.80667,48205,26,178,3.6347889223109635
4,0.953889,2.07056,49921,27,185,3.509845555978446
4,0.950556,2.03444,44002,28,163,3.9819780919049133
4,0.951111,2.12889,56804,29,216,3.084553904654602
4,0.950556,1.99889,50691,30,227,3.4565307451026808
4,0.950556,2.03167,50836,31,209,3.446671650011803
4,0.951667,2.26778,50237,32,188,3.4877679797758625
5,0.952778,2.05,93253,2,41,1.8789207853902823
5,0.950556,2.19444,67448,3,26,2.597779029771083
5,0.951111,2.23056,58442,4,24,2.998100681017077
5,0.952222,2.07,50714,5,21,3.454963126552826
5,1,1,51144,6,26,3.4259150633505397
5,0.952222,1.96,47177,7,18,3.7139919876210867
5,0.997222,1.155,51654,8,43,3.392089673597398
5,0.965,1.71444,48343,9,42,3.6244130484247976
5,0.952222,2.46222,45614,10,29,3.8412548778883675
5,0.993889,1.19,45761,11,43,3.8289154520224646
5,0.951111,2.15,42946,12,38,4.079891025939552
5,0.951111,2.07556,41148,13,41,4.258165645960921
5,0.950556,1.93944,48969,14,54,3.5780800098021195
5,0.966111,1.72278,43419,15,44,4.035445311960202
5,0.952222,1.95889,39086,16,51,4.4828071432226375
5,0.975,1.51944,44587,17,55,3.9297328817816854
5,0.95,2.06444,42869,18,51,4.0872192026872565
5,0.952778,2.14944,37050,19,50,4.72914979757085
5,0.95,2.32222,39744,20,61,4.408589975845411
5,0.962778,1.43722,37631,21,52,4.656134569902474
5,0.951111,2.19222,36828,22,56,4.7576572173346365
5,0.975556,1.62611,40426,23,69,4.334215603819324
5,0.958333,2.04667,34690,24,59,5.050879215912366
5,0.958889,1.96722,40591,25,79,4.316597275258062
5,0.950556,2.14611,34379,26,58,5.096570580877861
5,0.965,1.59111,40276,27,73,4.350357533022147
5,0.953333,1.88667,38580,28,94,4.541601866251944
5,0.96,2.08833,48065,29,120,3.645376053261209
5,0.965556,1.99222,43542,30,108,4.024045748932066
5,0.970556,1.97667,35972,31,64,4.870871789169354
5,0.962222,2,40761,32,94,4.2985942444984175
6,0.95,2.07722,100238,2,52,1.7479897843133343
6,0.95,2.13833,66338,3,32,2.641246344478278
6,0.952778,1.89722,59220,4,41,2.9587132725430596
6,0.955,2.26944,41996,5,28,4.172183065053814
6,0.970556,1.6,49300,6,65,3.554056795131846
6,0.982222,1.42,35581,7,45,4.9243978527865995
6,0.955,1.92667,39536,8,63,4.431783690813436
6,0.958889,1.89444,40451,9,69,4.33153692121332
6,0.952778,1.94889,34513,10,61,5.076782661605772
6,0.951111,2.12222,30360,11,67,5.771245059288537
6,0.986111,1.52333,32111,12,62,5.456541372115474
6,0.950556,2.175,31473,13,65,5.567152797636069
6,0.951111,2.11889,31425,14,72,5.575656324582339
6,0.970556,1.66,31057,15,73,5.641723282995782
6,0.955556,2.05667,32739,16,76,5.351873911848254
6,0.957778,2.05167,28304,17,65,6.190467778405879
6,0.95,2.25111,28461,18,64,6.156319173605987
6,0.953889,1.98333,31679,19,91,5.530951103254522
6,0.968333,1.77333,30421,20,78,5.759672594589264
6,0.967222,1.75333,31211,21,83,5.613886129890103
6,0.955,2.08833,31590,22,81,5.54653371320038
6,0.958889,1.90389,34147,23,108,5.131197469763083
6,0.952222,2.07056,37248,24,153,4.704010953608248
6,0.958333,1.85944,34462,25,103,5.084295746039116
6,0.956667,1.96889,32346,26,99,5.4168985345946945
6,0.958333,1.97389,31274,27,99,5.602577220694506
6,0.950556,2.07056,33069,28,94,5.2984668420575165
6,0.967222,1.76611,43529,29,148,4.025247536125342
6,0.951111,2.55222,31202,30,98,5.615505416319467
6,0.955556,2.09111,32856,31,116,5.332815924032141
6,0.956111,1.92889,40747,32,158,4.300071170883746
7,0.95,1.95,102941,2,48,1.702091489299696
7,0.967778,1.92056,59377,3,24,2.950890075281675
7,0.99,1.58889,51200,4,23,3.42216796875
7,0.952222,1.96833,42124,5,18,4.159505270154781
7,0.951111,2.04056,40725,6,18,4.302394106813996
7,0.950556,2.29167,37321,7,13,4.69480989255379
7,0.95,1.98167,32583,8,27,5.377497468004788
7,0.958889,2.14778,29003,9,20,6.04127159259387
7,0.973889,1.93889,29919,10,21,5.85631204251479
7,0.951111,3.395,18775,11,10,9.332356857523303
7,0.952778,2.08833,25461,12,23,6.88170142570991
7,0.953889,2.15722,26440,13,28,6.626891074130106
7,0.982778,1.56333,27842,14,32,6.2931901443861795
7,0.952222,2.31889,27629,15,27,6.341706178290926
7,0.957222,1.87222,24419,16,40,7.175355256152995
7,0.957778,2.17333,30928,17,39,5.665254785307812
7,0.952222,1.93278,26311,18,50,6.65938200752537
7,0.970556,1.63167,30109,19,41,5.819356338636288
7,0.961111,1.86389,31953,20,54,5.483522673927331
7,0.955,2.28111,31749,21,50,5.518756496267599
7,0.953889,2.19444,38088,22,53,4.600267800882167
7,0.952222,2.02,33838,23,67,5.1780542585259175
7,0.966667,1.64889,30144,24,56,5.812599522292993
7,0.964444,1.74833,36138,25,63,4.848497426531629
7,0.957778,1.85389,28679,26,52,6.109522647233167
7,0.973333,1.48167,34799,27,62,5.035058478691917
7,0.958333,2.06889,34216,28,68,5.120849894786065
7,0.956111,2.13389,37102,29,76,4.722521696943561
7,0.950556,1.98944,42115,30,80,4.160394158850766
7,0.962778,1.85222,37584,31,59,4.661957215836527
7,0.956667,1.92667,42854,32,94,4.088649834321184
25,0.950556,1.94056,95296,2,47,1.8386396071188718
25,0.95,2.07889,68139,3,26,2.5714348610927664
26,0.982222,1.68222,78642,2,31,2.2280079346913864
26,1,1.25111,72572,3,27,2.4143609105440116
26,1,1.16556,62033,4,30,2.8245450002418067
26,0.963333,1.81889,53282,5,25,3.288446379640404
26,0.952222,2.28111,47141,6,17,3.7168282386881906
26,0.95,2.105,40145,7,15,4.364553493585752
26,0.972222,2.62833,40193,9,26,4.359341178812231
26,0.991667,2.61056,42151,11,27,4.1568408815923705
