0,0.974444,1.77222,175215,1,7
4,0.952222,2.10056,91648,2,38
4,1,1.04944,102296,2,47
4,0.952778,2.08,98340,2,42
4,0.963889,1.81444,77353,3,39
4,0.997778,1.36556,70729,3,26
4,0.984444,1.51722,74157,3,30
4,0.985556,1.61889,63247,4,53
4,0.952222,1.90778,58958,4,46
4,0.983333,1.68944,62294,4,48
4,0.992778,1.58722,58880,5,45
4,0.967222,1.62278,71854,5,74
4,0.966111,1.94333,59661,5,48
4,0.951111,2.29722,58612,6,65
4,0.95,2.44944,52574,6,54
4,0.978333,1.48167,55394,6,62
4,0.965556,1.665,56679,7,72
4,0.999444,1.48444,54138,7,56
4,0.965,1.88667,49262,7,55
4,0.952222,1.91278,45271,8,66
4,0.974444,1.66444,50261,8,74
4,0.963889,1.705,55397,8,80
4,0.99,1.19222,46214,9,74
4,0.952222,2.09167,48754,9,63
4,0.950556,1.95944,36985,9,47
4,0.983889,1.45056,44541,10,76
4,0.983889,2.25722,29460,10,40
4,0.971111,1.63222,58317,10,110
4,0.966111,2.91222,27530,11,37
4,0.952778,1.94,46552,11,76
4,0.951111,2.16389,53511,11,102
4,0.962222,1.91111,54785,12,123
4,0.950556,2.04944,44586,12,90
4,0.950556,2.05889,47318,12,99
4,0.953333,2.16556,35435,13,74
4,0.950556,2.08611,41905,13,81
4,0.962778,1.83333,41288,13,85
4,0.961667,1.73722,48918,14,114
4,0.954444,2.02444,48453,14,116
4,0.950556,2.13611,51996,14,122
4,0.955556,2.18944,49053,15,125
4,0.951667,1.96389,38340,15,81
4,0.951667,2.00056,48357,15,121
4,0.95,2.17556,47884,16,103
4,0.958333,1.88222,41685,16,105
4,0.967222,1.63556,46979,16,123
4,0.95,2.07556,43285,17,96
4,0.981667,1.57222,41305,17,92
4,0.950556,2.02389,51449,17,148
4,0.952778,1.97611,49334,18,124
4,0.951111,2.02667,48313,18,135
4,0.968889,1.67278,51679,18,148
4,0.953333,1.86833,50133,19,146
4,0.956111,2.49833,32457,19,71
4,0.950556,2.10833,43168,19,127
4,0.952778,2.025,42074,20,137
4,0.951111,2.01333,48706,20,148
4,0.954444,1.94833,43218,20,150
4,0.958333,2.26722,34652,21,92
4,0.954444,1.95389,43535,21,142
4,0.95,2.07889,45512,21,125
4,0.965,1.77889,49941,22,155
4,0.953889,1.94278,48690,22,165
4,0.955556,1.87222,43554,22,138
4,0.97,1.67278,48253,23,135
4,0.958333,2.09944,40615,23,107
4,0.968333,1.92556,42956,23,149
4,0.950556,2.05056,48464,24,175
4,0.952222,2.105,48388,24,173
4,0.968889,1.88556,41665,24,133
4,0.952222,1.96444,49653,25,153
4,0.952222,2.07556,53225,25,174
4,0.952778,2.01056,68819,25,289
4,0.966667,1.89556,54035,26,183
4,0.961111,1.80667,48205,26,178
4,0.95,2.05167,52777,26,196
4,0.951667,1.97611,59587,27,240
4,0.953889,2.07056,49921,27,185
4,0.972222,1.60167,52148,27,201
4,0.952222,2.12222,52336,28,208
4,0.955,1.95611,54444,28,216
4,0.950556,2.03444,44002,28,163
4,0.955556,2.17111,65429,29,246
4,0.955556,1.905,59201,29,259
4,0.951111,2.12889,56804,29,216
4,0.954444,2.11722,51062,30,213
4,0.95,2.055,57609,30,226
4,0.950556,1.99889,50691,30,227
4,0.956667,2.01056,53449,31,219
4,0.958333,1.94889,53598,31,210
4,0.950556,2.03167,50836,31,209
4,0.958333,1.94944,56436,32,236
4,0.951667,2.26778,50237,32,188
4,0.952778,2.04667,58051,32,232
5,0.952222,2.05833,135699,2,64
5,0.952222,2.07556,102929,2,49
5,0.952778,2.05,93253,2,41
5,0.978889,1.78667,79395,3,33
5,0.971667,1.75389,67456,3,29
5,0.950556,2.19444,67448,3,26
5,0.951111,2.23056,58442,4,24
5,0.995556,1.13611,71305,4,39
5,0.950556,1.98722,72761,4,36
5,0.962222,2.06944,51879,5,20
5,0.952222,2.07,50714,5,21
5,0.993333,1.37278,65776,5,28
5,1,1,51144,6,26
5,0.951111,1.97944,52785,6,22
5,0.976667,1.52167,60388,6,28
5,0.952222,1.96,47177,7,18
5,0.95,1.95,51480,7,26
5,0.993889,1.11944,52061,7,22
5,0.997222,1.155,51654,8,43
5,0.950556,1.93944,54521,8,50
5,0.953333,2.46444,53139,8,44
5,0.989444,1.37889,50460,9,44
5,0.965,1.71444,48343,9,42
5,0.966111,1.79,63393,9,55
5,0.952222,2.46222,45614,10,29
5,0.987222,1.40389,58207,10,47
5,0.952222,2.08722,46515,10,36
5,0.956111,1.98556,53379,11,46
5,0.993889,1.19,45761,11,43
5,0.963889,1.98611,48057,11,40
5,0.961667,1.81444,43557,12,45
5,0.951111,2.15,42946,12,38
5,0.952778,1.94667,50443,12,60
5,0.951111,2.07556,41148,13,41
5,0.950556,2.1,43034,13,46
5,0.950556,2.09056,43258,13,41
5,0.950556,1.93944,48969,14,54
5,0.962222,1.91333,54633,14,61
